Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-163410@CP
Wafer number	01
Date	2025/03/12
Time	16:37:07

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
83	9	12	1	1.32000E-002	1.30000E-003	1.00000E-003	3.77750E-009	1.50000E-009	5.67680E-009	3.47340E+000	7.80167E+002	7.82131E+002	1.96450E+000	5.63320E-001	7.97000E-001	1.29270E-009	1.84070E-009	5.24600E-010
87	11	12	1	1.32000E-002	1.20000E-003	1.00000E-003	5.23650E-009	1.80000E-009	9.86410E-009	3.47650E+000	7.70825E+002	7.72884E+002	2.05960E+000	5.67431E-001	7.96500E-001	1.06090E-009	1.52690E-009	1.33020E-009
91	13	12	1	1.32000E-002	1.30000E-003	1.00000E-003	6.11710E-009	1.40000E-009	6.02340E-009	3.47200E+000	7.59414E+002	7.61196E+002	1.78210E+000	5.71635E-001	7.96900E-001	1.09600E-009	1.93910E-009	2.99800E-010
95	15	12	1	1.32000E-002	1.30000E-003	1.00000E-003	6.79860E-009	1.50000E-009	4.89930E-009	3.45940E+000	7.59272E+002	7.60842E+002	1.56950E+000	5.75247E-001	7.96400E-001	1.10300E-009	1.88990E-009	8.80600E-010
99	17	12	1	1.33000E-002	1.30000E-003	1.00000E-003	6.48240E-009	1.60000E-009	7.82200E-009	3.45690E+000	7.58884E+002	7.60440E+002	1.55630E+000	5.71001E-001	7.97700E-001	7.72800E-010	1.83140E-009	1.59200E-010
103	19	12	1	1.31000E-002	1.30000E-003	1.00000E-003	6.03980E-009	1.70000E-009	3.02570E-009	3.44740E+000	7.56043E+002	7.57637E+002	1.59440E+000	5.69522E-001	7.98000E-001	1.09600E-009	1.86880E-009	1.06790E-009
107	21	12	1	1.33000E-002	1.30000E-003	9.00000E-004	4.29970E-009	1.70000E-009	4.55270E-009	3.45440E+000	7.71209E+002	7.72948E+002	1.73920E+000	5.64374E-001	7.97800E-001	9.76600E-010	1.63700E-009	1.38640E-009
111	23	12	1	1.31000E-002	1.20000E-003	9.00000E-004	3.57140E-009	1.60000E-009	3.28800E-009	3.47400E+000	7.78439E+002	7.80427E+002	1.98840E+000	5.49288E-001	7.98700E-001	1.66980E-009	1.81730E-009	2.81970E-009
113	23	14	1	1.32000E-002	1.30000E-003	1.00000E-003	3.57140E-009	1.50000E-009	3.01640E-009	3.47890E+000	7.85144E+002	7.87128E+002	1.98420E+000	5.53347E-001	7.98000E-001	8.47800E-010	1.68380E-009	2.66040E-009
117	21	14	1	1.32000E-002	1.30000E-003	1.00000E-003	5.09830E-009	1.60000E-009	2.42620E-009	3.46180E+000	7.63425E+002	7.65405E+002	1.98060E+000	5.61838E-001	7.97600E-001	1.22480E-009	1.90160E-009	2.08900E-009
121	19	14	1	1.32000E-002	1.30000E-003	1.00000E-003	7.00230E-009	1.70000E-009	3.85950E-009	3.46260E+000	7.59338E+002	7.61653E+002	2.31510E+000	5.63599E-001	7.97800E-001	1.20610E-009	1.71900E-009	1.29270E-009
125	17	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.89460E-009	1.50000E-009	6.07020E-009	3.45780E+000	7.61417E+002	7.62826E+002	1.40880E+000	5.67818E-001	7.96400E-001	1.26230E-009	1.91800E-009	7.86900E-010
129	15	14	1	1.33000E-002	1.20000E-003	1.00000E-003	7.00930E-009	1.40000E-009	4.38400E-009	3.43860E+000	7.54921E+002	7.58191E+002	3.27010E+000	5.69767E-001	7.96100E-001	1.19440E-009	1.51760E-009	1.48010E-009
133	13	14	1	1.32000E-002	1.30000E-003	1.00000E-003	7.07260E-009	1.70000E-009	4.09370E-009	3.47140E+000	7.61239E+002	7.62826E+002	1.58660E+000	5.72886E-001	7.97000E-001	1.24360E-009	1.81030E-009	1.14280E-009
137	11	14	1	1.31000E-002	1.20000E-003	1.00000E-003	6.45660E-009	1.50000E-009	8.09360E-009	3.47930E+000	7.67571E+002	7.69310E+002	1.73910E+000	5.58941E-001	7.97100E-001	1.14750E-009	1.60190E-009	1.15220E-009
141	9	14	1	1.33000E-002	1.30000E-003	1.00000E-003	4.26460E-009	1.50000E-009	5.92970E-009	3.46110E+000	7.64597E+002	7.66483E+002	1.88590E+000	5.63600E-001	7.96700E-001	1.20840E-009	1.71660E-009	1.39580E-009
145	7	14	1	1.32000E-002	1.30000E-003	9.00000E-004	3.48480E-009	1.70000E-009	4.09370E-009	3.48090E+000	7.79447E+002	7.81145E+002	1.69850E+000	5.51137E-001	7.97900E-001	1.27870E-009	1.58310E-009	3.56000E-010
151	5	16	3	1.32000E-002	3.00000E-003	2.30000E-003	1.38680E-005
155	7	16	1	1.32000E-002	1.30000E-003	9.00000E-004	4.02340E-009	1.50000E-009	3.04450E-009	3.47730E+000	7.82385E+002	7.84826E+002	2.44050E+000	5.56786E-001	7.98100E-001	1.28570E-009	1.89230E-009	2.97890E-009
159	9	16	1	1.32000E-002	1.30000E-003	1.00000E-003	5.07020E-009	1.40000E-009	2.66040E-009	3.47590E+000	7.63556E+002	7.65274E+002	1.71810E+000	5.69168E-001	7.98400E-001	9.90600E-010	1.79160E-009	1.81730E-009
163	11	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.44960E-009	1.80000E-009	4.21540E-009	3.48910E+000	7.73185E+002	7.75428E+002	2.24300E+000	5.59080E-001	7.97600E-001	1.23420E-009	1.97190E-009	3.56000E-010
167	13	16	1	1.32000E-002	1.30000E-003	9.00000E-004	7.18960E-009	1.60000E-009	4.43090E-009	3.45250E+000	7.62863E+002	7.64634E+002	1.77170E+000	5.63586E-001	7.98100E-001	1.16860E-009	1.87820E-009	7.40000E-010
171	15	16	1	1.32000E-002	1.40000E-003	1.00000E-003	6.53390E-009	1.50000E-009	2.96020E-009	3.43850E+000	7.53086E+002	7.54712E+002	1.62570E+000	5.69427E-001	7.96700E-001	1.01870E-009	1.97190E-009	1.87350E-009
175	17	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.87110E-009	1.60000E-009	4.63700E-009	3.44690E+000	7.60448E+002	7.62111E+002	1.66350E+000	5.68944E-001	7.96700E-001	1.29980E-009	1.97660E-009	1.52690E-009
179	19	16	1	1.32000E-002	1.30000E-003	1.00000E-003	6.80320E-009	1.40000E-009	3.18500E-009	3.46780E+000	7.61380E+002	7.62982E+002	1.60200E+000	5.67899E-001	7.97700E-001	1.06560E-009	1.88760E-009	1.54570E-009
183	21	16	1	1.32000E-002	1.30000E-003	9.00000E-004	5.72600E-009	1.50000E-009	1.55500E-009	3.46950E+000	7.65634E+002	7.67353E+002	1.71950E+000	5.66035E-001	7.98000E-001	1.66980E-009	1.71430E-009	2.59480E-009
187	23	16	1	1.32000E-002	1.30000E-003	1.00000E-003	3.26230E-009	1.60000E-009	4.40300E-010	3.47200E+000	7.85212E+002	7.86687E+002	1.47510E+000	5.61221E-001	7.97900E-001	1.07730E-009	1.66980E-009	1.71430E-009
191	23	18	1	1.32000E-002	1.30000E-003	1.00000E-003	3.85480E-009	1.50000E-009	2.40750E-009	3.47110E+000	7.86552E+002	7.88234E+002	1.68230E+000	5.60928E-001	7.98000E-001	1.27170E-009	1.70490E-009	2.15460E-009
195	21	18	1	1.31000E-002	1.20000E-003	1.00000E-003	5.45200E-009	1.60000E-009	2.99760E-009	3.46650E+000	7.70467E+002	7.72094E+002	1.62780E+000	5.64294E-001	7.97700E-001	1.47540E-009	1.75880E-009	1.33960E-009
199	19	18	1	1.33000E-002	1.30000E-003	1.00000E-003	6.68850E-009	1.80000E-009	5.44260E-009	3.46090E+000	7.69608E+002	7.71772E+002	2.16420E+000	5.64985E-001	7.98100E-001	1.37470E-009	1.78690E-009	3.46600E-010
203	17	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.09600E-009	1.60000E-009	4.00930E-009	3.43870E+000	7.65730E+002	7.67281E+002	1.55110E+000	5.64532E-001	7.96100E-001	1.22250E-009	1.56440E-009	5.99500E-010
207	15	18	1	1.32000E-002	1.30000E-003	9.00000E-004	7.11000E-009	1.70000E-009	2.35130E-009	3.43570E+000	7.49791E+002	7.52203E+002	2.41200E+000	5.62256E-001	7.96100E-001	1.42860E-009	1.87820E-009	4.59000E-010
211	13	18	1	1.32000E-002	1.30000E-003	1.00000E-003	7.32550E-009	1.40000E-009	5.83600E-009	3.45630E+000	7.63735E+002	7.65330E+002	1.59460E+000	5.63551E-001	7.96600E-001	9.67200E-010	1.66510E-009	1.07730E-009
215	11	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.74470E-009	1.70000E-009	1.34890E-009	3.49490E+000	7.72430E+002	7.74110E+002	1.67930E+000	5.64023E-001	7.98200E-001	1.14280E-009	1.75410E-009	1.62060E-009
219	9	18	1	1.32000E-002	1.30000E-003	1.00000E-003	5.00230E-009	1.40000E-009	3.02570E-009	3.46910E+000	7.60214E+002	7.61770E+002	1.55600E+000	5.71512E-001	7.97800E-001	1.05620E-009	1.55740E-009	1.09600E-009
223	7	18	1	1.31000E-002	1.30000E-003	1.00000E-003	3.64870E-009	1.60000E-009	1.49900E-010	3.48260E+000	7.82436E+002	7.84346E+002	1.90940E+000	5.57219E-001	7.98200E-001	1.18730E-009	1.71430E-009	8.99300E-010
231	7	20	1	1.33000E-002	1.20000E-003	9.00000E-004	3.72830E-009	1.40000E-009	1.63930E-009	3.46470E+000	7.79128E+002	7.81131E+002	2.00290E+000	5.55837E-001	7.98700E-001	1.22720E-009	1.44960E-009	1.49880E-009
235	9	20	1	1.32000E-002	1.30000E-003	9.00000E-004	4.55500E-009	1.60000E-009	2.03280E-009	3.46580E+000	7.64559E+002	7.66136E+002	1.57720E+000	5.71402E-001	7.97600E-001	1.10540E-009	1.71660E-009	1.44260E-009
239	11	20	1	1.31000E-002	1.30000E-003	9.00000E-004	6.59010E-009	1.70000E-009	3.01640E-009	3.48690E+000	7.72783E+002	7.75415E+002	2.63240E+000	5.62054E-001	7.97900E-001	1.67910E-009	1.79390E-009	1.02110E-009
243	13	20	1	1.32000E-002	1.30000E-003	1.00000E-003	7.66970E-009	1.50000E-009	1.58313E-008	3.46540E+000	7.62173E+002	7.63982E+002	1.80850E+000	5.66346E-001	7.96900E-001	1.37940E-009	1.67210E-009	4.87100E-010
247	15	20	1	1.32000E-002	1.30000E-003	1.00000E-003	7.00930E-009	1.70000E-009	1.95780E-009	3.44320E+000	7.59305E+002	7.60761E+002	1.45630E+000	5.72675E-001	7.95900E-001	1.30440E-009	1.82670E-009	1.33960E-009
251	17	20	1	1.31000E-002	1.30000E-003	1.00000E-003	7.04210E-009	1.60000E-009	7.72830E-009	3.43700E+000	7.58851E+002	7.60321E+002	1.47030E+000	5.66204E-001	7.96000E-001	1.20370E-009	2.04210E-009	4.59000E-010
255	19	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.75410E-009	1.30000E-009	7.51280E-009	3.45690E+000	7.69398E+002	7.70838E+002	1.43950E+000	5.67271E-001	7.97800E-001	1.04680E-009	1.55500E-009	1.27400E-009
259	21	20	1	1.32000E-002	1.40000E-003	1.00000E-003	5.17560E-009	1.60000E-009	1.77980E-009	3.46470E+000	7.70102E+002	7.71854E+002	1.75230E+000	5.66240E-001	7.97900E-001	1.19670E-009	1.82200E-009	1.29270E-009
263	23	20	1	1.31000E-002	1.20000E-003	9.00000E-004	3.84070E-009	1.40000E-009	4.68000E-011	3.46380E+000	7.88812E+002	7.90725E+002	1.91300E+000	5.56342E-001	7.98200E-001	1.70720E-009	1.77280E-009	2.15460E-009
265	23	22	1	1.33000E-002	1.20000E-003	9.00000E-004	4.70020E-009	1.40000E-009	3.82200E-009	3.44800E+000	7.83459E+002	7.85269E+002	1.80930E+000	5.46837E-001	7.97400E-001	1.95310E-009	1.59950E-009	2.16390E-009
266	21	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.69080E-009	1.50000E-009	7.00700E-009	3.45810E+000	7.77108E+002	7.78989E+002	1.88050E+000	5.65603E-001	7.97600E-001	1.42860E-009	1.83840E-009	1.63000E-009
270	19	22	1	1.32000E-002	1.30000E-003	9.00000E-004	6.53630E-009	1.60000E-009	5.03040E-009	3.46220E+000	7.64036E+002	7.65835E+002	1.79840E+000	5.65307E-001	7.97800E-001	1.32550E-009	1.85480E-009	2.32320E-009
274	17	22	1	1.31000E-002	1.30000E-003	1.00000E-003	6.66510E-009	1.50000E-009	3.96250E-009	3.45960E+000	7.67531E+002	7.69029E+002	1.49800E+000	5.65495E-001	7.97600E-001	1.07730E-009	1.84780E-009	5.62100E-010
278	15	22	1	1.32000E-002	1.20000E-003	1.00000E-003	7.26930E-009	1.60000E-009	4.58080E-009	3.46360E+000	7.61932E+002	7.63365E+002	1.43330E+000	5.68194E-001	7.97600E-001	1.04680E-009	1.65100E-009	7.86900E-010
282	13	22	1	1.33000E-002	1.30000E-003	9.00000E-004	7.37700E-009	1.60000E-009	4.11240E-009	3.47560E+000	7.58800E+002	7.60286E+002	1.48520E+000	5.71498E-001	7.98500E-001	1.28340E-009	1.87350E-009	2.46370E-009
286	11	22	1	1.32000E-002	1.30000E-003	1.00000E-003	6.48010E-009	1.40000E-009	3.17560E-009	3.47760E+000	7.62629E+002	7.64311E+002	1.68130E+000	5.66250E-001	7.98200E-001	1.01870E-009	1.93440E-009	6.37000E-010
290	9	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.22950E-009	1.40000E-009	2.99760E-009	3.47010E+000	7.68086E+002	7.69764E+002	1.67820E+000	5.71713E-001	7.98000E-001	1.17800E-009	2.02810E-009	2.23890E-009
294	7	22	1	1.32000E-002	1.20000E-003	9.00000E-004	3.71890E-009	1.50000E-009	2.47310E-009	3.49490E+000	7.72017E+002	7.74214E+002	2.19650E+000	5.57251E-001	7.99100E-001	1.06320E-009	1.66980E-009	1.21780E-009
300	9	24	1	1.31000E-002	1.20000E-003	9.00000E-004	4.28100E-009	1.50000E-009	3.84070E-009	3.46720E+000	7.82613E+002	7.84667E+002	2.05360E+000	5.55491E-001	7.98300E-001	1.17330E-009	1.77050E-009	1.07730E-009
304	11	24	1	1.32000E-002	1.30000E-003	9.00000E-004	5.86410E-009	1.50000E-009	3.49410E-009	3.47010E+000	7.71175E+002	7.73210E+002	2.03480E+000	5.68501E-001	7.98400E-001	1.02810E-009	1.89230E-009	8.43100E-010
308	13	24	1	1.31000E-002	1.30000E-003	1.00000E-003	6.27630E-009	1.50000E-009	3.80330E-009	3.47450E+000	7.61444E+002	7.63193E+002	1.74880E+000	5.68083E-001	7.98000E-001	1.03280E-009	1.43790E-009	6.55700E-010
312	15	24	1	1.32000E-002	1.30000E-003	1.00000E-003	6.36060E-009	1.70000E-009	6.04210E-009	3.46120E+000	7.58378E+002	7.59897E+002	1.51970E+000	5.60919E-001	7.97900E-001	1.37940E-009	1.69550E-009	8.43100E-010
316	17	24	1	1.32000E-002	1.30000E-003	9.00000E-004	5.73300E-009	1.80000E-009	5.00230E-009	3.46430E+000	7.61283E+002	7.62873E+002	1.58930E+000	5.65334E-001	7.97600E-001	1.19910E-009	1.78920E-009	1.77980E-009
320	19	24	1	1.32000E-002	1.40000E-003	1.00000E-003	4.92500E-009	1.50000E-009	3.80330E-009	3.45730E+000	7.66261E+002	7.67877E+002	1.61570E+000	5.70217E-001	7.98800E-001	9.04000E-010	1.63700E-009	3.09100E-010
324	21	24	1	1.33000E-002	1.30000E-003	1.00000E-003	4.19670E-009	1.90000E-009	1.44260E-009	3.46630E+000	7.82349E+002	7.83812E+002	1.46310E+000	5.62641E-001	7.98100E-001	1.27870E-009	1.85950E-009	1.97660E-009
327	19	26	1	1.33000E-002	1.20000E-003	9.00000E-004	4.31850E-009	1.70000E-009	4.28100E-009	3.45760E+000	7.82880E+002	7.85874E+002	2.99410E+000	5.61046E-001	7.97900E-001	1.43560E-009	1.87820E-009	2.65100E-009
330	17	26	1	1.32000E-002	1.20000E-003	9.00000E-004	4.51520E-009	1.50000E-009	1.95780E-009	3.45640E+000	7.70362E+002	7.71855E+002	1.49300E+000	5.66902E-001	7.98600E-001	1.22480E-009	2.01400E-009	1.32080E-009
334	15	26	1	1.32000E-002	1.20000E-003	1.00000E-003	4.56910E-009	1.70000E-009	3.87820E-009	3.45490E+000	7.66578E+002	7.68135E+002	1.55700E+000	5.65325E-001	7.98200E-001	1.08200E-009	1.47770E-009	2.39810E-009
338	13	26	1	1.31000E-002	1.30000E-003	1.00000E-003	4.97650E-009	1.70000E-009	9.97650E-009	3.46080E+000	7.69869E+002	7.71622E+002	1.75260E+000	5.68429E-001	7.98700E-001	1.10540E-009	1.90160E-009	6.37000E-010
342	11	26	1	1.32000E-002	1.20000E-003	9.00000E-004	4.46130E-009	1.40000E-009	3.70020E-009	3.46020E+000	7.82700E+002	7.85172E+002	2.47230E+000	5.54589E-001	7.98700E-001	1.18030E-009	1.68150E-009	2.50120E-009
346	9	26	1	1.31000E-002	1.20000E-003	9.00000E-004	3.92270E-009	1.70000E-009	5.51750E-009	3.47640E+000	7.63650E+002	7.65561E+002	1.91040E+000	5.58352E-001	7.99400E-001	1.53860E-009	1.93680E-009	5.80800E-010
350	13	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.82430E-009	1.40000E-009	5.60180E-009	3.47030E+000	7.73260E+002	7.75210E+002	1.95060E+000	5.50984E-001	7.98200E-001	1.70720E-009	1.71660E-009	1.95780E-009
352	15	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.81500E-009	1.70000E-009	4.20610E-009	3.45200E+000	7.76498E+002	7.78474E+002	1.97630E+000	5.51732E-001	7.98400E-001	1.55740E-009	1.79390E-009	1.86420E-009
354	17	28	1	1.33000E-002	1.20000E-003	9.00000E-004	3.96250E-009	1.30000E-009	3.31895E-008	3.46410E+000	7.75068E+002	7.77020E+002	1.95190E+000	5.53579E-001	7.98600E-001	1.57140E-009	1.52220E-009	1.03000E-010

4	18	6	1	1.32000E-002	2.50000E-003	2.10000E-003	3.17520E-009	1.60000E-009	6.23810E-009	3.51400E+000	7.37403E+002	7.40996E+002	3.59290E+000	5.61140E-001	7.99700E-001	1.49860E-009	2.00440E-009	1.51740E-009
8	16	6	1	1.32000E-002	2.50000E-003	2.10000E-003	3.27360E-009	1.80000E-009	5.83530E-009	3.48060E+000	7.60284E+002	7.62896E+002	2.61130E+000	5.62830E-001	7.97500E-001	1.40730E-009	1.94120E-009	1.38620E-009
12	14	6	1	1.32000E-002	2.50000E-003	2.10000E-003	3.90350E-009	1.80000E-009	7.42760E-009	3.47870E+000	7.58970E+002	7.61922E+002	2.95140E+000	5.63417E-001	7.97500E-001	1.66960E-009	2.14020E-009	3.79340E-009
15	12	6	1	1.35000E-002	2.40000E-003	2.00000E-003	4.38120E-009	1.50000E-009	3.90768E-008	3.54320E+000	7.03497E+002	7.07245E+002	3.74850E+000	5.65291E-001	7.98300E-001	1.63910E-009	2.25260E-009	2.08870E-009
21	10	8	1	1.31000E-002	2.40000E-003	2.10000E-003	3.59910E-009	2.00000E-009	1.68600E-010	3.49690E+000	7.66883E+002	7.69215E+002	2.33190E+000	5.59629E-001	7.95600E-001	1.59230E-009	2.05360E-009	2.81000E-011
25	12	8	1	1.31000E-002	2.40000E-003	2.00000E-003	3.82390E-009	1.70000E-009	7.52130E-009	3.45730E+000	7.83076E+002	7.83509E+002	4.32500E-001	5.55093E-001	7.95500E-001	1.40030E-009	1.95060E-009	1.83580E-009
29	14	8	1	1.31000E-002	2.40000E-003	2.20000E-003	4.19850E-009	2.00000E-009	6.31300E-009	3.46220E+000	7.78494E+002	7.80323E+002	1.82860E+000	5.68163E-001	7.97000E-001	1.67430E-009	1.91310E-009	1.89200E-009
33	16	8	1	1.32000E-002	2.40000E-003	2.00000E-003	4.43030E-009	1.80000E-009	8.46730E-009	3.45500E+000	7.77483E+002	7.79266E+002	1.78300E+000	5.68785E-001	7.96900E-001	1.47760E-009	2.02550E-009	2.21050E-009
37	18	8	1	1.31000E-002	2.50000E-003	2.10000E-003	4.07210E-009	2.10000E-009	1.78000E-010	3.46370E+000	7.82594E+002	7.84670E+002	2.07560E+000	5.56075E-001	7.98100E-001	1.68360E-009	2.12850E-009	1.47990E-009
41	20	8	1	1.32000E-002	2.50000E-003	2.10000E-003	3.21500E-009	1.60000E-009	1.27380E-009	3.46440E+000	7.74447E+002	7.76206E+002	1.75960E+000	5.51823E-001	7.96800E-001	1.36280E-009	1.99040E-009	1.62040E-009
46	22	10	1	1.32000E-002	2.40000E-003	2.10000E-003	2.60860E-009	1.80000E-009	2.29480E-009	3.46910E+000	7.73944E+002	7.76432E+002	2.48820E+000	5.52477E-001	7.96900E-001	1.36520E-009	1.93180E-009	1.99510E-009
50	20	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.24530E-009	2.00000E-009	1.83580E-009	3.46080E+000	7.75964E+002	7.77842E+002	1.87860E+000	5.66204E-001	7.97200E-001	1.44240E-009	2.33930E-009	1.37690E-009
54	18	10	1	1.32000E-002	2.50000E-003	2.10000E-003	4.92210E-009	1.70000E-009	1.24570E-009	3.46380E+000	7.67984E+002	7.69826E+002	1.84100E+000	5.69656E-001	7.96900E-001	1.37690E-009	1.83580E-009	2.01380E-009
58	16	10	1	1.32000E-002	2.40000E-003	2.10000E-003	5.22180E-009	1.70000E-009	1.00970E-008	3.45420E+000	7.65340E+002	7.67051E+002	1.71150E+000	5.71145E-001	7.95600E-001	1.49860E-009	2.07940E-009	3.60610E-009
62	14	10	1	1.31000E-002	2.40000E-003	2.10000E-003	5.22180E-009	1.60000E-009	4.82370E-009	3.45790E+000	7.61630E+002	7.63258E+002	1.62770E+000	5.76878E-001	7.95200E-001	1.26210E-009	1.89440E-009	1.64850E-009
66	12	10	1	1.31000E-002	2.40000E-003	2.00000E-003	4.79090E-009	1.80000E-009	1.83580E-009	3.46940E+000	7.72050E+002	7.73752E+002	1.70200E+000	5.72959E-001	7.95000E-001	1.29730E-009	2.06060E-009	8.14900E-010
