Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-165428@CP
Wafer number	06
Date	2025/03/12
Time	16:57:26

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
83	9	12	1	1.33000E-002	1.30000E-003	9.00000E-004	4.07020E-009	1.70000E-009	1.96700E-010	3.47000E+000	7.78578E+002	7.80391E+002	1.81240E+000	5.72067E-001	7.95400E-001	1.26230E-009	1.89230E-009	2.74470E-009
87	11	12	1	1.32000E-002	1.30000E-003	9.00000E-004	5.26930E-009	1.80000E-009	3.54100E-009	3.48030E+000	7.68710E+002	7.70266E+002	1.55650E+000	5.83417E-001	7.95900E-001	1.28340E-009	1.59480E-009	1.67680E-009
91	13	12	1	1.32000E-002	1.30000E-003	1.00000E-003	5.98830E-009	1.60000E-009	1.77050E-009	3.47210E+000	7.60361E+002	7.61776E+002	1.41530E+000	5.85732E-001	7.96500E-001	1.03040E-009	1.62530E-009	1.92040E-009
95	15	12	1	1.33000E-002	1.30000E-003	9.00000E-004	6.20600E-009	1.70000E-009	2.19200E-009	3.46200E+000	7.54406E+002	7.55973E+002	1.56660E+000	5.91410E-001	7.96000E-001	1.14050E-009	1.90160E-009	1.47070E-009
99	17	12	1	1.32000E-002	1.30000E-003	1.00000E-003	6.43320E-009	1.70000E-009	6.73530E-009	3.45300E+000	7.54665E+002	7.56372E+002	1.70650E+000	5.83957E-001	7.96900E-001	1.14750E-009	1.73770E-009	2.64170E-009
103	19	12	1	1.33000E-002	1.30000E-003	1.00000E-003	5.73770E-009	1.50000E-009	5.20840E-009	3.45540E+000	7.60298E+002	7.62025E+002	1.72730E+000	5.83195E-001	7.97600E-001	1.20610E-009	1.90870E-009	1.38640E-009
107	21	12	1	1.32000E-002	1.30000E-003	1.00000E-003	4.76580E-009	1.70000E-009	4.40280E-009	3.35390E+000	7.76173E+002	7.77553E+002	1.37980E+000	5.72767E-001	7.96700E-001	1.17330E-009	2.00230E-009	1.21800E-010
111	23	12	1	1.31000E-002	1.20000E-003	9.00000E-004	3.93210E-009	1.50000E-009	5.97650E-009	3.47970E+000	7.77576E+002	7.79427E+002	1.85060E+000	5.45898E-001	7.97000E-001	1.44730E-009	1.84070E-009	2.48240E-009
113	23	14	1	1.32000E-002	1.30000E-003	1.00000E-003	3.72360E-009	1.50000E-009	2.72600E-009	3.46910E+000	7.86348E+002	7.88448E+002	2.10010E+000	5.49880E-001	7.96700E-001	1.17560E-009	2.00230E-009	1.51760E-009
117	21	14	1	1.31000E-002	1.30000E-003	1.00000E-003	4.89690E-009	1.50000E-009	1.31150E-009	3.46430E+000	7.69896E+002	7.71578E+002	1.68200E+000	5.70689E-001	7.97300E-001	1.19670E-009	1.73770E-009	2.00470E-009
121	19	14	1	1.32000E-002	1.30000E-003	9.00000E-004	6.09360E-009	1.80000E-009	5.46130E-009	3.46520E+000	7.56971E+002	7.58542E+002	1.57080E+000	5.78016E-001	7.97300E-001	1.28100E-009	1.93910E-009	2.09830E-009
125	17	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.56440E-009	1.70000E-009	1.98590E-009	3.45180E+000	7.61734E+002	7.63647E+002	1.91330E+000	5.81828E-001	7.95700E-001	1.25290E-009	1.95310E-009	3.03510E-009
129	15	14	1	1.32000E-002	1.20000E-003	9.00000E-004	6.44020E-009	1.50000E-009	2.56670E-009	3.44250E+000	7.59110E+002	7.60515E+002	1.40430E+000	5.85424E-001	7.96200E-001	1.07960E-009	1.90630E-009	7.11900E-010
133	13	14	1	1.33000E-002	1.30000E-003	9.00000E-004	7.11700E-009	1.40000E-009	2.33250E-009	3.45660E+000	7.55524E+002	7.57223E+002	1.69850E+000	5.88158E-001	7.96800E-001	1.14280E-009	2.01170E-009	2.45430E-009
137	11	14	1	1.32000E-002	1.30000E-003	9.00000E-004	5.84770E-009	1.60000E-009	5.25520E-009	3.47250E+000	7.63655E+002	7.65301E+002	1.64520E+000	5.74762E-001	7.95800E-001	8.85200E-010	1.74470E-009	2.66980E-009
141	9	14	1	1.33000E-002	1.30000E-003	9.00000E-004	4.43090E-009	1.70000E-009	2.77280E-009	3.47140E+000	7.70615E+002	7.72018E+002	1.40300E+000	5.78203E-001	7.95500E-001	1.20610E-009	2.03750E-009	2.36060E-009
145	7	14	1	1.32000E-002	1.30000E-003	9.00000E-004	4.08430E-009	1.40000E-009	3.32550E-009	3.47820E+000	7.79774E+002	7.81665E+002	1.89130E+000	5.63235E-001	7.95600E-001	9.67200E-010	1.86420E-009	3.06320E-009
151	5	16	3	1.32000E-002	1.40000E-003	9.00000E-004	1.38700E-005
155	7	16	1	1.32000E-002	1.20000E-003	1.00000E-003	4.39340E-009	1.70000E-009	1.34890E-009	3.47090E+000	7.85305E+002	7.87079E+002	1.77400E+000	5.66041E-001	7.96000E-001	1.25060E-009	2.06790E-009	1.92040E-009
159	9	16	1	1.32000E-002	1.20000E-003	1.00000E-003	4.66980E-009	1.20000E-009	3.72830E-009	3.48060E+000	7.67330E+002	7.69134E+002	1.80340E+000	5.84354E-001	7.97200E-001	1.15220E-009	2.02340E-009	1.89230E-009
163	11	16	1	1.32000E-002	1.30000E-003	9.00000E-004	5.90160E-009	1.30000E-009	5.60180E-009	3.48450E+000	7.69258E+002	7.71133E+002	1.87470E+000	5.74451E-001	7.96500E-001	1.43320E-009	1.85240E-009	2.45430E-009
167	13	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.25050E-009	1.70000E-009	3.46600E-009	3.44320E+000	7.62219E+002	7.63755E+002	1.53600E+000	5.77466E-001	7.97000E-001	1.46600E-009	1.66510E-009	1.87400E-010
171	15	16	1	1.32000E-002	1.20000E-003	1.00000E-003	6.30210E-009	1.60000E-009	2.80090E-009	3.42700E+000	7.55569E+002	7.57324E+002	1.75470E+000	5.72941E-001	7.96700E-001	1.26700E-009	1.83610E-009	9.74200E-010
175	17	16	1	1.31000E-002	1.20000E-003	1.00000E-003	6.31140E-009	1.70000E-009	3.16630E-009	3.43890E+000	7.59289E+002	7.60990E+002	1.70070E+000	5.74489E-001	7.95700E-001	1.24360E-009	1.80560E-009	1.84540E-009
179	19	16	1	1.32000E-002	1.30000E-003	1.00000E-003	6.17560E-009	1.50000E-009	1.06697E-008	3.45870E+000	7.61385E+002	7.63004E+002	1.61970E+000	5.77773E-001	7.97200E-001	1.21310E-009	1.90630E-009	3.93400E-010
183	21	16	1	1.32000E-002	1.30000E-003	1.00000E-003	5.07020E-009	1.60000E-009	1.92970E-009	3.46540E+000	7.70139E+002	7.72038E+002	1.89950E+000	5.76826E-001	7.97600E-001	1.25060E-009	1.94140E-009	1.12410E-009
187	23	16	1	1.33000E-002	1.30000E-003	1.00000E-003	3.50580E-009	1.60000E-009	1.15220E-009	3.47170E+000	7.88587E+002	7.90027E+002	1.44000E+000	5.63968E-001	7.97300E-001	1.09600E-009	1.96720E-009	1.92970E-009
191	23	18	1	1.32000E-002	1.30000E-003	1.00000E-003	3.84310E-009	1.50000E-009	3.37200E-010	3.47490E+000	7.91131E+002	7.92573E+002	1.44140E+000	5.65424E-001	7.97600E-001	1.18970E-009	1.95310E-009	1.35830E-009
195	21	18	1	1.32000E-002	1.40000E-003	9.00000E-004	5.28100E-009	1.30000E-009	2.54800E-009	3.46400E+000	7.68872E+002	7.70463E+002	1.59030E+000	5.77992E-001	7.97300E-001	8.64200E-010	1.82900E-009	2.78220E-009
199	19	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.31380E-009	1.70000E-009	5.58310E-009	3.44770E+000	7.68479E+002	7.70344E+002	1.86470E+000	5.76741E-001	7.97700E-001	1.28340E-009	1.91570E-009	2.50120E-009
203	17	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.34190E-009	1.50000E-009	5.83600E-009	3.43750E+000	7.62641E+002	7.64046E+002	1.40560E+000	5.70320E-001	7.95900E-001	1.11010E-009	1.47540E-009	8.71200E-010
207	15	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.63230E-009	1.60000E-009	1.35830E-009	3.42700E+000	7.49671E+002	7.51552E+002	1.88110E+000	5.60272E-001	7.95900E-001	1.35360E-009	1.87590E-009	2.81970E-009
211	13	18	1	1.32000E-002	1.30000E-003	9.00000E-004	6.59950E-009	1.70000E-009	2.85710E-009	3.44640E+000	7.63224E+002	7.65090E+002	1.86620E+000	5.76336E-001	7.95400E-001	1.15920E-009	1.92500E-009	1.52690E-009
215	11	18	1	1.32000E-002	1.30000E-003	1.00000E-003	5.86410E-009	1.50000E-009	5.22710E-009	3.48970E+000	7.72638E+002	7.74607E+002	1.96920E+000	5.75914E-001	7.97100E-001	1.19440E-009	1.87350E-009	1.78000E-010
219	9	18	1	1.32000E-002	1.30000E-003	1.00000E-003	4.79150E-009	1.60000E-009	4.66510E-009	3.46720E+000	7.64088E+002	7.65630E+002	1.54160E+000	5.84964E-001	7.96700E-001	1.32080E-009	1.96950E-009	5.99500E-010
223	7	18	1	1.32000E-002	1.30000E-003	1.00000E-003	3.64400E-009	1.70000E-009	2.17330E-009	3.47130E+000	7.84796E+002	7.86980E+002	2.18400E+000	5.64472E-001	7.96300E-001	1.42390E-009	1.79860E-009	8.33700E-010
231	7	20	1	1.32000E-002	1.30000E-003	9.00000E-004	3.54100E-009	1.10000E-009	2.24820E-009	3.46630E+000	7.81181E+002	7.83264E+002	2.08260E+000	5.65106E-001	7.96200E-001	8.61800E-010	1.73070E-009	1.07730E-009
235	9	20	1	1.32000E-002	1.30000E-003	9.00000E-004	5.17330E-009	1.70000E-009	3.62530E-009	3.46690E+000	7.63467E+002	7.64937E+002	1.46990E+000	5.85940E-001	7.95900E-001	1.18970E-009	1.76110E-009	2.94140E-009
239	11	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.31850E-009	1.70000E-009	4.64630E-009	3.47320E+000	7.65689E+002	7.68212E+002	2.52350E+000	5.77355E-001	7.96900E-001	1.20610E-009	1.84070E-009	2.28570E-009
243	13	20	1	1.33000E-002	1.40000E-003	1.00000E-003	6.51280E-009	1.30000E-009	2.99800E-010	3.45500E+000	7.61395E+002	7.63024E+002	1.62920E+000	5.83722E-001	7.95800E-001	1.28340E-009	1.89930E-009	3.05380E-009
247	15	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.57140E-009	1.70000E-009	2.07960E-009	3.43160E+000	7.59340E+002	7.60951E+002	1.61160E+000	5.79852E-001	7.96100E-001	1.05150E-009	1.81970E-009	1.92970E-009
251	17	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.68150E-009	1.50000E-009	6.53860E-009	3.43210E+000	7.63681E+002	7.65220E+002	1.53870E+000	5.75396E-001	7.96200E-001	1.07730E-009	1.77280E-009	1.98590E-009
255	19	20	1	1.32000E-002	1.40000E-003	1.00000E-003	6.19900E-009	1.60000E-009	2.99760E-009	3.45380E+000	7.71755E+002	7.73195E+002	1.43970E+000	5.78410E-001	7.97700E-001	1.03280E-009	1.74940E-009	1.98590E-009
259	21	20	1	1.33000E-002	1.30000E-003	1.00000E-003	5.02100E-009	1.60000E-009	1.61120E-009	3.46200E+000	7.74091E+002	7.75735E+002	1.64400E+000	5.77808E-001	7.97600E-001	1.09130E-009	1.91330E-009	1.42390E-009
263	23	20	1	1.31000E-002	1.30000E-003	9.00000E-004	4.07960E-009	1.40000E-009	6.18300E-010	3.47880E+000	7.93608E+002	7.95658E+002	2.05000E+000	5.58580E-001	7.97600E-001	1.76110E-009	1.47070E-009	1.73300E-009
265	23	22	1	1.32000E-002	1.20000E-003	9.00000E-004	4.57610E-009	1.40000E-009	1.53630E-009	3.46020E+000	7.87644E+002	7.89537E+002	1.89320E+000	5.50994E-001	7.97400E-001	1.97890E-009	1.67210E-009	1.64870E-009
266	21	22	1	1.33000E-002	1.30000E-003	1.00000E-003	4.48470E-009	1.40000E-009	2.22010E-009	3.46780E+000	7.80762E+002	7.82317E+002	1.55480E+000	5.75895E-001	7.97700E-001	1.08430E-009	1.87820E-009	1.24590E-009
270	19	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.88290E-009	1.50000E-009	1.35830E-009	3.45690E+000	7.64698E+002	7.66241E+002	1.54310E+000	5.77090E-001	7.97800E-001	1.15220E-009	1.79860E-009	2.10770E-009
274	17	22	1	1.32000E-002	1.30000E-003	9.00000E-004	6.77040E-009	1.60000E-009	2.84780E-009	3.46160E+000	7.64797E+002	7.66239E+002	1.44240E+000	5.79191E-001	7.97600E-001	1.30440E-009	1.90870E-009	1.68620E-009
278	15	22	1	1.32000E-002	1.40000E-003	1.00000E-003	6.63700E-009	1.40000E-009	4.90860E-009	3.45000E+000	7.62731E+002	7.64846E+002	2.11530E+000	5.79662E-001	7.97200E-001	9.36800E-010	1.59250E-009	2.26700E-009
282	13	22	1	1.32000E-002	1.30000E-003	1.00000E-003	7.10530E-009	1.50000E-009	4.67440E-009	3.46800E+000	7.57589E+002	7.59184E+002	1.59520E+000	5.84969E-001	7.97700E-001	1.29980E-009	1.84070E-009	1.16160E-009
286	11	22	1	1.31000E-002	1.30000E-003	9.00000E-004	6.15920E-009	1.50000E-009	6.81960E-009	3.47680E+000	7.61828E+002	7.63294E+002	1.46660E+000	5.81728E-001	7.97300E-001	1.36770E-009	1.78690E-009	1.34890E-009
290	9	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.20840E-009	1.60000E-009	6.37930E-009	3.47580E+000	7.74023E+002	7.75951E+002	1.92770E+000	5.78492E-001	7.96200E-001	1.11710E-009	1.91800E-009	1.42390E-009
294	7	22	1	1.31000E-002	1.30000E-003	9.00000E-004	3.66510E-009	1.40000E-009	1.72360E-009	3.49730E+000	7.73160E+002	7.75004E+002	1.84450E+000	5.69953E-001	7.96300E-001	1.16630E-009	2.02810E-009	1.39580E-009
300	9	24	1	1.33000E-002	1.30000E-003	9.00000E-004	4.01640E-009	1.60000E-009	1.42390E-009	3.47420E+000	7.86800E+002	7.88892E+002	2.09200E+000	5.62749E-001	7.96100E-001	1.29740E-009	1.87120E-009	1.37700E-009
304	11	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.41920E-009	1.70000E-009	5.54560E-009	3.47180E+000	7.73366E+002	7.75046E+002	1.68060E+000	5.79136E-001	7.97800E-001	1.31850E-009	1.81030E-009	3.27900E-010
308	13	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.99060E-009	1.20000E-009	3.18500E-009	3.46830E+000	7.64172E+002	7.66102E+002	1.93000E+000	5.81205E-001	7.97700E-001	1.14750E-009	1.66040E-009	1.10540E-009
312	15	24	1	1.33000E-002	1.30000E-003	9.00000E-004	6.19430E-009	1.60000E-009	2.78220E-009	3.46130E+000	7.62404E+002	7.64037E+002	1.63390E+000	5.73542E-001	7.97700E-001	1.13820E-009	1.77520E-009	2.42620E-009
316	17	24	1	1.33000E-002	1.30000E-003	1.00000E-003	5.75410E-009	1.80000E-009	4.19670E-009	3.46510E+000	7.64516E+002	7.66193E+002	1.67660E+000	5.78415E-001	7.97700E-001	1.20140E-009	1.87820E-009	2.64170E-009
320	19	24	1	1.31000E-002	1.40000E-003	1.00000E-003	4.68850E-009	1.50000E-009	8.89900E-010	3.46770E+000	7.75565E+002	7.76855E+002	1.28970E+000	5.78851E-001	7.98900E-001	1.06560E-009	1.97890E-009	1.97660E-009
324	21	24	1	1.33000E-002	1.30000E-003	9.00000E-004	4.55030E-009	1.70000E-009	2.51990E-009	3.46600E+000	7.86872E+002	7.88330E+002	1.45820E+000	5.66843E-001	7.97900E-001	1.51290E-009	1.92270E-009	2.00470E-009
327	19	26	1	1.33000E-002	1.30000E-003	9.00000E-004	4.23180E-009	1.70000E-009	2.83840E-009	3.46440E+000	7.88489E+002	7.91184E+002	2.69480E+000	5.65413E-001	7.98100E-001	1.24360E-009	1.67680E-009	1.25530E-009
330	17	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.22710E-009	1.60000E-009	1.49880E-009	3.45780E+000	7.76467E+002	7.77935E+002	1.46780E+000	5.74950E-001	7.98700E-001	1.18730E-009	1.88290E-009	7.86900E-010
334	15	26	1	1.33000E-002	1.30000E-003	9.00000E-004	4.76340E-009	1.70000E-009	3.25060E-009	3.44440E+000	7.71070E+002	7.72980E+002	1.90920E+000	5.72913E-001	7.98100E-001	1.11940E-009	2.03510E-009	1.54570E-009
338	13	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.82430E-009	1.50000E-009	2.96020E-009	3.46050E+000	7.77177E+002	7.78909E+002	1.73230E+000	5.75074E-001	7.98500E-001	8.38400E-010	1.83840E-009	1.71430E-009
342	11	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.61120E-009	1.60000E-009	5.16160E-009	3.46860E+000	7.89172E+002	7.91195E+002	2.02270E+000	5.57702E-001	7.98100E-001	1.21310E-009	1.86180E-009	6.08900E-010
346	9	26	1	1.31000E-002	1.30000E-003	9.00000E-004	4.22010E-009	1.70000E-009	5.30210E-009	3.51160E+000	7.62776E+002	7.65596E+002	2.82010E+000	5.71731E-001	7.98300E-001	1.66040E-009	2.01170E-009	1.15220E-009
350	13	28	1	1.34000E-002	1.20000E-003	9.00000E-004	4.11240E-009	1.40000E-009	1.98590E-009	3.47470E+000	7.79389E+002	7.81213E+002	1.82400E+000	5.59207E-001	7.98200E-001	1.36770E-009	1.72600E-009	1.53630E-009
352	15	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.66270E-009	1.40000E-009	2.43560E-009	3.46450E+000	7.82920E+002	7.84860E+002	1.94010E+000	5.56347E-001	7.98600E-001	1.55500E-009	1.71900E-009	1.34890E-009
354	17	28	1	1.33000E-002	1.20000E-003	8.00000E-004	4.59010E-009	1.40000E-009	1.89488E-007	3.47080E+000	7.80521E+002	7.82467E+002	1.94660E+000	5.59031E-001	7.98900E-001	2.19900E-009	1.57840E-009	6.51990E-009

4	18	6	1	1.32000E-002	2.40000E-003	2.10000E-003	3.77940E-009	1.90000E-009	1.27290E-008	3.53910E+000	7.12898E+002	7.17716E+002	4.81760E+000	5.85526E-001	7.98900E-001	1.51500E-009	2.08400E-009	1.42370E-009
8	16	6	1	1.32000E-002	2.40000E-003	2.00000E-003	3.79580E-009	1.80000E-009	1.72952E-007	3.50020E+000	7.49550E+002	7.52493E+002	2.94300E+000	5.80953E-001	7.97500E-001	1.76090E-009	1.97630E-009	9.43200E-009
12	14	6	1	1.31000E-002	2.40000E-003	2.10000E-003	3.96200E-009	1.90000E-009	3.14710E-009	3.49980E+000	7.48779E+002	7.52137E+002	3.35800E+000	5.77102E-001	7.97900E-001	1.38390E-009	2.24330E-009	1.41430E-009
15	12	6	5	1.36000E-002	2.40000E-003	2.00000E-003	4.27580E-009	4.00000E-010	1.37840E-005
21	10	8	1	1.31000E-002	2.40000E-003	2.00000E-003	3.55930E-009	2.00000E-009	1.50800E-009	3.51060E+000	7.61674E+002	7.64749E+002	3.07520E+000	5.61653E-001	7.95900E-001	1.96930E-009	2.05360E-009	1.15210E-009
25	12	8	1	1.32000E-002	2.40000E-003	2.10000E-003	4.30150E-009	1.70000E-009	9.44140E-009	3.45780E+000	7.83051E+002	7.84725E+002	1.67370E+000	5.61435E-001	7.94800E-001	1.53380E-009	2.24330E-009	1.75150E-009
29	14	8	1	1.32000E-002	2.50000E-003	2.10000E-003	4.45370E-009	1.90000E-009	4.85180E-009	3.46610E+000	7.77436E+002	7.79320E+002	1.88430E+000	5.75084E-001	7.96200E-001	1.69060E-009	2.03950E-009	1.72340E-009
33	16	8	1	1.33000E-002	2.50000E-003	2.10000E-003	4.54040E-009	1.80000E-009	8.21440E-009	3.45160E+000	7.75727E+002	7.77852E+002	2.12480E+000	5.75276E-001	7.96500E-001	1.31830E-009	2.05830E-009	1.80770E-009
37	18	8	1	1.33000E-002	2.50000E-003	2.00000E-003	4.61530E-009	2.00000E-009	6.65950E-009	3.47090E+000	7.84066E+002	7.85967E+002	1.90090E+000	5.64738E-001	7.97200E-001	1.92250E-009	2.18000E-009	6.36900E-010
41	20	8	1	1.31000E-002	2.50000E-003	2.10000E-003	3.97840E-009	1.90000E-009	5.83530E-009	3.47720E+000	7.71551E+002	7.73422E+002	1.87040E+000	5.64365E-001	7.95500E-001	1.87330E-009	1.93180E-009	2.75370E-009
46	22	10	1	1.32000E-002	2.50000E-003	2.00000E-003	3.79110E-009	1.90000E-009	3.12840E-009	3.47860E+000	7.72088E+002	7.74170E+002	2.08160E+000	5.53884E-001	7.95000E-001	1.80770E-009	1.99510E-009	1.30190E-009
50	20	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.48420E-009	1.90000E-009	3.25950E-009	3.46000E+000	7.77289E+002	7.78893E+002	1.60430E+000	5.72405E-001	7.96300E-001	1.34640E-009	2.16130E-009	6.56000E-011
54	18	10	1	1.32000E-002	2.40000E-003	2.00000E-003	5.43020E-009	1.80000E-009	2.29480E-009	3.47270E+000	7.68446E+002	7.70383E+002	1.93760E+000	5.83198E-001	7.96600E-001	1.51270E-009	2.19170E-009	8.24200E-010
58	16	10	1	1.32000E-002	2.40000E-003	2.10000E-003	5.90550E-009	1.70000E-009	3.85900E-009	3.45500E+000	7.63966E+002	7.65838E+002	1.87170E+000	5.86820E-001	7.95700E-001	1.53610E-009	1.83580E-009	1.00220E-009
62	14	10	1	1.33000E-002	2.50000E-003	2.10000E-003	5.35290E-009	2.10000E-009	1.68600E-009	3.47080E+000	7.61606E+002	7.63286E+002	1.68040E+000	5.91253E-001	7.95500E-001	1.69060E-009	2.02550E-009	1.62040E-009
66	12	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.93850E-009	2.00000E-009	8.24200E-010	3.47190E+000	7.68995E+002	7.70582E+002	1.58740E+000	5.85827E-001	7.94900E-001	1.69530E-009	2.21980E-009	1.63910E-009
70	10	10	1	1.32000E-002	2.50000E-003	2.10000E-003	4.35310E-009	1.70000E-009	9.46000E-010	3.46990E+000	7.86989E+002	7.88319E+002	1.33030E+000	5.65315E-001	7.94500E-001	1.39330E-009	1.95060E-009	1.00220E-009
