Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-164215@CP
Wafer number	03
Date	2025/03/12
Time	16:45:13

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
83	9	12	1	1.31000E-002	1.30000E-003	9.00000E-004	3.55270E-009	1.70000E-009	2.71660E-009	3.46450E+000	7.89568E+002	7.91676E+002	2.10840E+000	5.60970E-001	7.95500E-001	1.24360E-009	1.90160E-009	8.43100E-010
87	11	12	1	1.32000E-002	1.20000E-003	1.00000E-003	4.41680E-009	1.20000E-009	1.99530E-009	3.46670E+000	7.80964E+002	7.82760E+002	1.79570E+000	5.69545E-001	7.95800E-001	8.68800E-010	1.93680E-009	2.90400E-009
91	13	12	1	1.32000E-002	1.20000E-003	1.00000E-003	5.88050E-009	1.70000E-009	1.21780E-009	3.46050E+000	7.67952E+002	7.69693E+002	1.74170E+000	5.74589E-001	7.96200E-001	1.17330E-009	1.91800E-009	3.18500E-010
95	15	12	1	1.32000E-002	1.30000E-003	9.00000E-004	6.71190E-009	1.20000E-009	2.67910E-009	3.45770E+000	7.64665E+002	7.66200E+002	1.53560E+000	5.79361E-001	7.96400E-001	9.90600E-010	1.75170E-009	1.96720E-009
99	17	12	1	1.31000E-002	1.30000E-003	1.00000E-003	6.26230E-009	1.70000E-009	2.49180E-009	3.44920E+000	7.67286E+002	7.68832E+002	1.54590E+000	5.74196E-001	7.96400E-001	1.28800E-009	1.97890E-009	1.27400E-009
103	19	12	1	1.31000E-002	1.30000E-003	1.00000E-003	5.44260E-009	1.50000E-009	2.62300E-010	3.44210E+000	7.63546E+002	7.65142E+002	1.59600E+000	5.73601E-001	7.95900E-001	9.76600E-010	1.84070E-009	1.83610E-009
107	21	12	1	1.32000E-002	1.30000E-003	1.00000E-003	3.59010E-009	1.50000E-009	2.96020E-009	3.45250E+000	7.76952E+002	7.78557E+002	1.60440E+000	5.68439E-001	7.96000E-001	1.47070E-009	2.02110E-009	1.31150E-009
111	23	12	1	1.31000E-002	1.30000E-003	9.00000E-004	3.11470E-009	1.60000E-009	2.21080E-009	3.47220E+000	7.82079E+002	7.84016E+002	1.93740E+000	5.53007E-001	7.96700E-001	1.43790E-009	1.74940E-009	2.87590E-009
113	23	14	1	1.32000E-002	1.30000E-003	1.00000E-003	3.39580E-009	1.50000E-009	4.92740E-009	3.47450E+000	7.88939E+002	7.90877E+002	1.93760E+000	5.56046E-001	7.96900E-001	1.34890E-009	1.82200E-009	1.48950E-009
117	21	14	1	1.32000E-002	1.30000E-003	1.00000E-003	4.50580E-009	1.50000E-009	3.29740E-009	3.45860E+000	7.70642E+002	7.72460E+002	1.81830E+000	5.65413E-001	7.95800E-001	8.96900E-010	1.91330E-009	3.28800E-009
121	19	14	1	1.32000E-002	1.30000E-003	9.00000E-004	6.39340E-009	1.70000E-009	3.59720E-009	3.45710E+000	7.70101E+002	7.72280E+002	2.17850E+000	5.66666E-001	7.96000E-001	1.24820E-009	1.99060E-009	1.52690E-009
125	17	14	1	1.31000E-002	1.30000E-003	1.00000E-003	6.74700E-009	1.40000E-009	2.31380E-009	3.44610E+000	7.67846E+002	7.69359E+002	1.51330E+000	5.72122E-001	7.96000E-001	1.03510E-009	1.86650E-009	2.15500E-010
129	15	14	1	1.31000E-002	1.30000E-003	1.00000E-003	6.57610E-009	1.70000E-009	1.96720E-009	3.44090E+000	7.67618E+002	7.69034E+002	1.41670E+000	5.73975E-001	7.96000E-001	1.06320E-009	1.84780E-009	2.42620E-009
133	13	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.52690E-009	1.30000E-009	2.43560E-009	3.45860E+000	7.67673E+002	7.69286E+002	1.61350E+000	5.73340E-001	7.97000E-001	9.13300E-010	1.70490E-009	2.87590E-009
137	11	14	1	1.31000E-002	1.30000E-003	9.00000E-004	5.25990E-009	1.50000E-009	2.16390E-009	3.46320E+000	7.76323E+002	7.78008E+002	1.68490E+000	5.61273E-001	7.95900E-001	1.00000E-009	2.00470E-009	2.48240E-009
141	9	14	1	1.32000E-002	1.30000E-003	1.00000E-003	3.82900E-009	1.30000E-009	3.32550E-009	3.45860E+000	7.75890E+002	7.77581E+002	1.69070E+000	5.63524E-001	7.95500E-001	1.23650E-009	1.63460E-009	2.81000E-011
145	7	14	1	1.32000E-002	1.30000E-003	9.00000E-004	3.32080E-009	1.30000E-009	2.64170E-009	3.46980E+000	7.83820E+002	7.85680E+002	1.86040E+000	5.50838E-001	7.96000E-001	1.19910E-009	1.85710E-009	1.38640E-009
151	5	16	3	1.32000E-002	1.04000E-002	3.40000E-003	1.38700E-005
155	7	16	1	1.32000E-002	1.30000E-003	1.00000E-003	3.25060E-009	1.40000E-009	3.66270E-009	3.46510E+000	7.86704E+002	7.88714E+002	2.01010E+000	5.55041E-001	7.97700E-001	1.09130E-009	1.77050E-009	1.64870E-009
159	9	16	1	1.33000E-002	1.30000E-003	9.00000E-004	4.31380E-009	1.60000E-009	4.31850E-009	3.46590E+000	7.73096E+002	7.74664E+002	1.56770E+000	5.69282E-001	7.97600E-001	1.38640E-009	1.92740E-009	2.07960E-009
163	11	16	1	1.33000E-002	1.30000E-003	9.00000E-004	5.35590E-009	1.30000E-009	3.55030E-009	3.47490E+000	7.80351E+002	7.82425E+002	2.07370E+000	5.61326E-001	7.96600E-001	1.06790E-009	1.95080E-009	2.81000E-011
167	13	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.26690E-009	1.60000E-009	2.10770E-009	3.44680E+000	7.67147E+002	7.68861E+002	1.71450E+000	5.68259E-001	7.96800E-001	1.35600E-009	1.78220E-009	2.38870E-009
171	15	16	1	1.32000E-002	1.40000E-003	1.00000E-003	6.36760E-009	1.20000E-009	1.00230E-009	3.43670E+000	7.62492E+002	7.64086E+002	1.59430E+000	5.70182E-001	7.96700E-001	8.66500E-010	1.77050E-009	1.44260E-009
175	17	16	1	1.33000E-002	1.30000E-003	1.00000E-003	6.46370E-009	1.60000E-009	2.72600E-009	3.44050E+000	7.67345E+002	7.69386E+002	2.04180E+000	5.71038E-001	7.95900E-001	1.24820E-009	1.81500E-009	1.24590E-009
179	19	16	1	1.31000E-002	1.30000E-003	1.00000E-003	6.49180E-009	1.80000E-009	2.05150E-009	3.45050E+000	7.70263E+002	7.71895E+002	1.63250E+000	5.68328E-001	7.96000E-001	1.08660E-009	1.61830E-009	1.51760E-009
183	21	16	1	1.31000E-002	1.40000E-003	1.00000E-003	5.02810E-009	1.60000E-009	4.88990E-009	3.46400E+000	7.69698E+002	7.71474E+002	1.77590E+000	5.67626E-001	7.96700E-001	1.49650E-009	1.71660E-009	1.96700E-010
187	23	16	1	1.32000E-002	1.30000E-003	1.00000E-003	3.71890E-009	1.70000E-009	2.72600E-009	3.47770E+000	7.87069E+002	7.88817E+002	1.74810E+000	5.63980E-001	7.97600E-001	1.19910E-009	1.94380E-009	8.33700E-010
191	23	18	1	1.31000E-002	1.30000E-003	1.00000E-003	3.35830E-009	1.40000E-009	9.11657E-008	3.47670E+000	7.89763E+002	7.91095E+002	1.33210E+000	5.63848E-001	7.97400E-001	9.06300E-010	1.87590E-009	4.68400E-010
195	21	18	1	1.32000E-002	1.40000E-003	1.00000E-003	5.49880E-009	1.60000E-009	2.59480E-009	3.45960E+000	7.72959E+002	7.74484E+002	1.52550E+000	5.68274E-001	7.95800E-001	9.88300E-010	1.79620E-009	8.89900E-010
199	19	18	1	1.31000E-002	1.30000E-003	1.00000E-003	6.40280E-009	1.50000E-009	2.66980E-009	3.44370E+000	7.79490E+002	7.81474E+002	1.98430E+000	5.65303E-001	7.95900E-001	1.22010E-009	1.75170E-009	3.12880E-009
203	17	18	1	1.31000E-002	1.30000E-003	1.00000E-003	6.13810E-009	1.60000E-009	8.89900E-010	3.43060E+000	7.71183E+002	7.72660E+002	1.47650E+000	5.68987E-001	7.95600E-001	1.10300E-009	1.84540E-009	1.95780E-009
207	15	18	1	1.32000E-002	1.30000E-003	9.00000E-004	6.43790E-009	1.40000E-009	2.27630E-009	3.43380E+000	7.57128E+002	7.59468E+002	2.33950E+000	5.63936E-001	7.96400E-001	1.31620E-009	1.80560E-009	1.45200E-009
211	13	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.16620E-009	1.60000E-009	2.81030E-009	3.44640E+000	7.68445E+002	7.69942E+002	1.49700E+000	5.67271E-001	7.95600E-001	1.24820E-009	1.86650E-009	1.14280E-009
215	11	18	1	1.32000E-002	1.30000E-003	9.00000E-004	5.39810E-009	1.50000E-009	4.39340E-009	3.48030E+000	7.78725E+002	7.80403E+002	1.67880E+000	5.64758E-001	7.97200E-001	1.39340E-009	2.04680E-009	5.15200E-010
219	9	18	1	1.31000E-002	1.30000E-003	9.00000E-004	4.07260E-009	1.40000E-009	3.03510E-009	3.45540E+000	7.69851E+002	7.71330E+002	1.47980E+000	5.71383E-001	7.97300E-001	1.08660E-009	1.64400E-009	2.22010E-009
223	7	18	1	1.32000E-002	1.30000E-003	1.00000E-003	3.45900E-009	1.60000E-009	2.36060E-009	3.45890E+000	7.86072E+002	7.87995E+002	1.92250E+000	5.55870E-001	7.97600E-001	1.15920E-009	1.72130E-009	9.83600E-010
231	7	20	1	1.33000E-002	1.20000E-003	5.00000E-004	3.13110E-009	1.20000E-009	5.84540E-009	3.44150E+000	7.84460E+002	7.86468E+002	2.00770E+000	5.55245E-001	7.97900E-001	1.25990E-009	1.81730E-009	1.74240E-009
235	9	20	1	1.32000E-002	1.20000E-003	1.00000E-003	4.20140E-009	1.40000E-009	6.39810E-009	3.45460E+000	7.71104E+002	7.72675E+002	1.57080E+000	5.72768E-001	7.96400E-001	1.14750E-009	1.92740E-009	1.69550E-009
239	11	20	1	1.32000E-002	1.30000E-003	1.00000E-003	5.30210E-009	1.50000E-009	3.28800E-009	3.47310E+000	7.79279E+002	7.81789E+002	2.51050E+000	5.63016E-001	7.96500E-001	1.12650E-009	2.01640E-009	2.52930E-009
243	13	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.24120E-009	1.50000E-009	2.97890E-009	3.45160E+000	7.69914E+002	7.71711E+002	1.79640E+000	5.70141E-001	7.96200E-001	1.25290E-009	1.55030E-009	1.58310E-009
247	15	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.00930E-009	1.60000E-009	1.40500E-010	3.43670E+000	7.64280E+002	7.65691E+002	1.41090E+000	5.73837E-001	7.96400E-001	1.33960E-009	1.80800E-009	7.96200E-010
251	17	20	1	1.33000E-002	1.40000E-003	1.00000E-003	6.17090E-009	1.50000E-009	2.37940E-009	3.42800E+000	7.64576E+002	7.65992E+002	1.41630E+000	5.69225E-001	7.95700E-001	1.23420E-009	1.92270E-009	3.09130E-009
255	19	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.22710E-009	1.40000E-009	1.56440E-009	3.45010E+000	7.76051E+002	7.77548E+002	1.49750E+000	5.73241E-001	7.95800E-001	8.38400E-010	1.76580E-009	5.90200E-010
259	21	20	1	1.32000E-002	1.30000E-003	1.00000E-003	4.80320E-009	1.60000E-009	1.89230E-009	3.46190E+000	7.75554E+002	7.77150E+002	1.59570E+000	5.69767E-001	7.95100E-001	1.25290E-009	1.95310E-009	1.42390E-009
263	23	20	1	1.31000E-002	1.30000E-003	1.00000E-003	4.07020E-009	1.30000E-009	2.11710E-009	3.47740E+000	7.91841E+002	7.93653E+002	1.81220E+000	5.61105E-001	7.95700E-001	1.65100E-009	1.61590E-009	1.26460E-009
265	23	22	1	1.33000E-002	1.30000E-003	9.00000E-004	4.38870E-009	1.20000E-009	1.56440E-009	3.45860E+000	7.86867E+002	7.88842E+002	1.97500E+000	5.53901E-001	7.94900E-001	1.92970E-009	1.66280E-009	3.55030E-009
266	21	22	1	1.33000E-002	1.30000E-003	1.00000E-003	4.37700E-009	1.40000E-009	2.43600E-010	3.46630E+000	7.82009E+002	7.83769E+002	1.76050E+000	5.70925E-001	7.94900E-001	7.72800E-010	1.58310E-009	1.28340E-009
270	19	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.77510E-009	1.40000E-009	2.22010E-009	3.45590E+000	7.70468E+002	7.72349E+002	1.88100E+000	5.74022E-001	7.96000E-001	1.29510E-009	1.86420E-009	3.25060E-009
274	17	22	1	1.31000E-002	1.30000E-003	1.00000E-003	6.11940E-009	1.30000E-009	1.86420E-009	3.45520E+000	7.73477E+002	7.74913E+002	1.43610E+000	5.75475E-001	7.96200E-001	1.16860E-009	1.55030E-009	1.73300E-009
278	15	22	1	1.32000E-002	1.30000E-003	1.00000E-003	6.37230E-009	1.50000E-009	1.19910E-009	3.45030E+000	7.70449E+002	7.71903E+002	1.45460E+000	5.72125E-001	7.96200E-001	1.15690E-009	1.91800E-009	1.41450E-009
282	13	22	1	1.32000E-002	1.50000E-003	1.00000E-003	6.33720E-009	1.30000E-009	2.33250E-009	3.46560E+000	7.67694E+002	7.69137E+002	1.44240E+000	5.78136E-001	7.96600E-001	1.08660E-009	1.79390E-009	1.56440E-009
286	11	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.02570E-009	1.30000E-009	3.66270E-009	3.46420E+000	7.69942E+002	7.71590E+002	1.64750E+000	5.66823E-001	7.96400E-001	1.05620E-009	1.95550E-009	3.02570E-009
290	9	22	1	1.32000E-002	1.30000E-003	9.00000E-004	3.92740E-009	1.40000E-009	7.56900E-009	3.46240E+000	7.74973E+002	7.76577E+002	1.60420E+000	5.72348E-001	7.96300E-001	1.16160E-009	1.77280E-009	1.15220E-009
294	7	22	1	1.31000E-002	1.30000E-003	9.00000E-004	3.46600E-009	1.40000E-009	4.29970E-009	3.47570E+000	7.76791E+002	7.78814E+002	2.02350E+000	5.58158E-001	7.96800E-001	1.18730E-009	1.84780E-009	9.36800E-010
300	9	24	1	1.32000E-002	1.30000E-003	9.00000E-004	3.47070E-009	1.60000E-009	1.70490E-009	3.46330E+000	7.85886E+002	7.88004E+002	2.11730E+000	5.58289E-001	7.95500E-001	1.26930E-009	1.92270E-009	1.95780E-009
304	11	24	1	1.31000E-002	1.30000E-003	1.00000E-003	4.34420E-009	1.20000E-009	3.68150E-009	3.46770E+000	7.78328E+002	7.80347E+002	2.01920E+000	5.69435E-001	7.96300E-001	1.22010E-009	1.70260E-009	2.26700E-009
308	13	24	1	1.32000E-002	1.30000E-003	9.00000E-004	4.56670E-009	1.40000E-009	1.68620E-009	3.46550E+000	7.69466E+002	7.71210E+002	1.74440E+000	5.71620E-001	7.95800E-001	1.11240E-009	1.60190E-009	1.15220E-009
312	15	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.70250E-009	1.90000E-009	2.28570E-009	3.45480E+000	7.66495E+002	7.68015E+002	1.52010E+000	5.73706E-001	7.96300E-001	1.10540E-009	1.83370E-009	1.99530E-009
316	17	24	1	1.32000E-002	1.40000E-003	1.00000E-003	5.14280E-009	1.60000E-009	2.97890E-009	3.45930E+000	7.69234E+002	7.70860E+002	1.62580E+000	5.80816E-001	7.96600E-001	1.29510E-009	1.77750E-009	1.33960E-009
320	19	24	1	1.33000E-002	1.30000E-003	1.00000E-003	4.60650E-009	1.70000E-009	2.08900E-009	3.46080E+000	7.71303E+002	7.72937E+002	1.63400E+000	5.78999E-001	7.96300E-001	1.34190E-009	1.79620E-009	1.95780E-009
324	21	24	1	1.34000E-002	1.20000E-003	1.00000E-003	4.06320E-009	1.80000E-009	2.52900E-010	3.47660E+000	7.86333E+002	7.87787E+002	1.45390E+000	5.67396E-001	7.95300E-001	1.50820E-009	1.86180E-009	1.70490E-009
327	19	26	1	1.33000E-002	1.30000E-003	9.00000E-004	4.27160E-009	1.60000E-009	2.24800E-010	3.46770E+000	7.87805E+002	7.90769E+002	2.96450E+000	5.66235E-001	7.95400E-001	1.59950E-009	1.65570E-009	2.90400E-009
330	17	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.58550E-009	1.50000E-009	1.41450E-009	3.45550E+000	7.76404E+002	7.77850E+002	1.44590E+000	5.78828E-001	7.96600E-001	1.42390E-009	1.63460E-009	2.77280E-009
334	15	26	1	1.32000E-002	1.20000E-003	9.00000E-004	4.27160E-009	1.50000E-009	1.60190E-009	3.44720E+000	7.73275E+002	7.74814E+002	1.53930E+000	5.75814E-001	7.96600E-001	1.37240E-009	1.50350E-009	2.96020E-009
338	13	26	1	1.31000E-002	1.30000E-003	9.00000E-004	3.80330E-009	1.60000E-009	1.60190E-009	3.45740E+000	7.76391E+002	7.78041E+002	1.64960E+000	5.72774E-001	7.96200E-001	9.08700E-010	1.84540E-009	2.90400E-009
342	11	26	1	1.33000E-002	1.30000E-003	9.00000E-004	3.70490E-009	1.40000E-009	2.71660E-009	3.46770E+000	7.88847E+002	7.89414E+002	5.67100E-001	5.54852E-001	7.95800E-001	1.06090E-009	1.56910E-009	9.46100E-010
346	9	26	1	1.32000E-002	1.30000E-003	9.00000E-004	2.92500E-009	1.60000E-009	1.96700E-010	3.49780E+000	7.69445E+002	7.71098E+002	1.65390E+000	5.61119E-001	7.96800E-001	1.54800E-009	1.69320E-009	2.94140E-009
350	13	28	1	1.34000E-002	1.20000E-003	8.00000E-004	3.18500E-009	1.50000E-009	5.80800E-010	3.47280E+000	7.79262E+002	7.81206E+002	1.94370E+000	5.51508E-001	7.95400E-001	1.59020E-009	1.72130E-009	2.16390E-009
352	15	28	1	1.35000E-002	1.20000E-003	9.00000E-004	3.84070E-009	1.50000E-009	1.40510E-009	3.45770E+000	7.81293E+002	7.83257E+002	1.96350E+000	5.56980E-001	7.95700E-001	1.32320E-009	1.95310E-009	2.66040E-009
354	17	28	1	1.33000E-002	1.20000E-003	9.00000E-004	4.01870E-009	1.30000E-009	4.12200E-010	3.46400E+000	7.79444E+002	7.81445E+002	2.00160E+000	5.58163E-001	7.96000E-001	1.89230E-009	1.60420E-009	2.68850E-009

4	18	6	1	1.32000E-002	2.40000E-003	2.10000E-003	3.84260E-009	1.70000E-009	8.24200E-010	3.53120E+000	7.20425E+002	7.24817E+002	4.39200E+000	5.74562E-001	7.96700E-001	1.48460E-009	2.32290E-009	1.28320E-009
8	16	6	1	1.32000E-002	2.40000E-003	2.00000E-003	4.07210E-009	1.80000E-009	1.46120E-009	3.47740E+000	7.56964E+002	7.60012E+002	3.04870E+000	5.73401E-001	7.95900E-001	1.40730E-009	1.89670E-009	1.11460E-009
12	14	6	1	1.32000E-002	2.40000E-003	2.00000E-003	4.07670E-009	1.70000E-009	9.40000E-012	3.48550E+000	7.56589E+002	7.59788E+002	3.19900E+000	5.72700E-001	7.96000E-001	1.55950E-009	1.91540E-009	1.03000E-010
15	12	6	5	1.35000E-002	2.30000E-003	2.00000E-003	4.08610E-009	1.10000E-009	8.00147E-006
21	10	8	1	1.32000E-002	2.50000E-003	2.00000E-003	3.03240E-009	1.80000E-009	2.14490E-009	3.49700E+000	7.72040E+002	7.73943E+002	1.90370E+000	5.61652E-001	7.95200E-001	1.53380E-009	2.10040E-009	1.83580E-009
25	12	8	1	1.32000E-002	2.40000E-003	2.10000E-003	3.79110E-009	1.80000E-009	9.08500E-010	3.44590E+000	7.85033E+002	7.85259E+002	2.25900E-001	5.63177E-001	7.94200E-001	1.34170E-009	1.94590E-009	1.02090E-009
29	14	8	1	1.31000E-002	2.50000E-003	2.00000E-003	4.73470E-009	2.00000E-009	1.21800E-010	3.44920E+000	7.78494E+002	7.80218E+002	1.72470E+000	5.81293E-001	7.95800E-001	1.75150E-009	2.03490E-009	7.77400E-010
33	16	8	1	1.32000E-002	2.50000E-003	2.10000E-003	4.86120E-009	1.80000E-009	1.67660E-009	3.44290E+000	7.78112E+002	7.80015E+002	1.90320E+000	5.82370E-001	7.95500E-001	1.50570E-009	1.66960E-009	1.21760E-009
37	18	8	1	1.31000E-002	2.50000E-003	2.10000E-003	4.35070E-009	2.00000E-009	1.61100E-009	3.45740E+000	7.86082E+002	7.88072E+002	1.99010E+000	5.66115E-001	7.95500E-001	1.42140E-009	2.00440E-009	1.12400E-009
41	20	8	1	1.31000E-002	2.50000E-003	2.10000E-003	3.33210E-009	1.90000E-009	2.08870E-009	3.46000E+000	7.75994E+002	7.78009E+002	2.01500E+000	5.60942E-001	7.94400E-001	1.68830E-009	2.28780E-009	2.16370E-009
46	22	10	1	1.32000E-002	2.40000E-003	2.10000E-003	3.19630E-009	1.90000E-009	2.29480E-009	3.46900E+000	7.76507E+002	7.78835E+002	2.32850E+000	5.61054E-001	7.94400E-001	1.51970E-009	2.04660E-009	1.40500E-010
50	20	10	1	1.31000E-002	2.40000E-003	2.10000E-003	4.10250E-009	1.80000E-009	1.54550E-009	3.45240E+000	7.78636E+002	7.80366E+002	1.73080E+000	5.72171E-001	7.94400E-001	1.43070E-009	1.85920E-009	1.37690E-009
54	18	10	1	1.31000E-002	2.40000E-003	2.00000E-003	5.18670E-009	1.80000E-009	2.06100E-010	3.46190E+000	7.73320E+002	7.75097E+002	1.77730E+000	5.79002E-001	7.94900E-001	1.37690E-009	1.98330E-009	7.86800E-010
58	16	10	1	1.32000E-002	2.50000E-003	2.00000E-003	6.00390E-009	2.20000E-009	6.93100E-010	3.45080E+000	7.65910E+002	7.67568E+002	1.65750E+000	5.83369E-001	7.95100E-001	1.75150E-009	1.99510E-009	1.16140E-009
62	14	10	1	1.32000E-002	2.50000E-003	2.10000E-003	5.54260E-009	1.90000E-009	7.86800E-010	3.45190E+000	7.62371E+002	7.63967E+002	1.59570E+000	5.86000E-001	7.95400E-001	1.48220E-009	2.15900E-009	2.81000E-010
66	12	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.32730E-009	1.80000E-009	1.45180E-009	3.46130E+000	7.73225E+002	7.74864E+002	1.63930E+000	5.81976E-001	7.95100E-001	1.77730E-009	2.27370E-009	6.27600E-010
70	10	10	1	1.32000E-002	2.50000E-003	2.10000E-003	3.65290E-009	1.70000E-009	1.84520E-009	3.46960E+000	7.90152E+002	7.91025E+002	8.73700E-001	5.60465E-001	7.94600E-001	1.41430E-009	2.01380E-009	1.17080E-009
