Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-165834@CP
Wafer number	07
Date	2025/03/12
Time	17:01:32

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
83	9	12	1	1.32000E-002	1.30000E-003	9.00000E-004	3.60650E-009	1.70000E-009	7.66270E-009	3.46730E+000	7.75076E+002	7.76782E+002	1.70640E+000	5.65798E-001	7.97000E-001	1.33020E-009	1.71660E-009	1.70490E-009
87	11	12	1	1.32000E-002	1.30000E-003	9.00000E-004	4.76340E-009	1.70000E-009	5.05850E-009	3.46800E+000	7.70347E+002	7.71923E+002	1.57640E+000	5.70257E-001	7.96700E-001	1.35360E-009	1.70720E-009	3.27900E-010
91	13	12	1	1.32000E-002	1.30000E-003	1.00000E-003	5.48470E-009	1.50000E-009	1.09600E-009	3.46480E+000	7.64461E+002	7.66397E+002	1.93540E+000	5.71580E-001	7.96600E-001	1.25990E-009	1.77280E-009	1.97660E-009
95	15	12	1	1.32000E-002	1.30000E-003	1.00000E-003	6.08900E-009	1.80000E-009	2.05150E-009	3.45170E+000	7.63088E+002	7.64582E+002	1.49460E+000	5.79222E-001	7.96200E-001	1.24120E-009	1.64400E-009	1.48010E-009
99	17	12	1	1.32000E-002	1.30000E-003	1.00000E-003	5.90860E-009	1.60000E-009	1.94850E-009	3.45900E+000	7.61224E+002	7.62805E+002	1.58040E+000	5.76396E-001	7.96600E-001	9.27400E-010	1.88050E-009	3.33490E-009
103	19	12	1	1.32000E-002	1.40000E-003	9.00000E-004	5.25290E-009	1.80000E-009	2.13580E-009	3.45130E+000	7.61731E+002	7.63278E+002	1.54640E+000	5.73779E-001	7.95900E-001	1.15690E-009	1.71900E-009	6.27600E-010
107	21	12	1	1.32000E-002	1.30000E-003	1.00000E-003	4.10540E-009	1.30000E-009	3.18500E-010	3.45730E+000	7.74720E+002	7.76267E+002	1.54690E+000	5.67884E-001	7.95200E-001	6.55700E-010	1.77750E-009	1.26460E-009
111	23	12	1	1.31000E-002	1.30000E-003	9.00000E-004	3.87820E-009	1.70000E-009	2.17330E-009	3.47140E+000	7.80132E+002	7.81976E+002	1.84450E+000	5.54933E-001	7.96200E-001	1.51290E-009	1.96720E-009	6.08900E-010
113	23	14	1	1.32000E-002	1.30000E-003	1.00000E-003	3.37700E-009	1.50000E-009	2.94140E-009	3.47240E+000	7.87979E+002	7.89123E+002	1.14400E+000	5.54715E-001	7.96000E-001	1.00230E-009	1.89460E-009	1.62060E-009
117	21	14	1	1.32000E-002	1.30000E-003	9.00000E-004	4.72360E-009	1.60000E-009	1.86420E-009	3.46200E+000	7.70863E+002	7.72552E+002	1.68920E+000	5.63413E-001	7.95600E-001	9.74200E-010	1.87820E-009	1.90160E-009
121	19	14	1	1.31000E-002	1.30000E-003	9.00000E-004	6.39110E-009	1.40000E-009	2.78220E-009	3.46460E+000	7.65825E+002	7.67416E+002	1.59060E+000	5.67985E-001	7.96000E-001	8.80600E-010	1.69090E-009	1.98590E-009
125	17	14	1	1.32000E-002	1.20000E-003	1.00000E-003	6.45660E-009	1.60000E-009	1.90160E-009	3.45570E+000	7.64320E+002	7.65755E+002	1.43470E+000	5.71089E-001	7.95700E-001	1.15460E-009	2.03510E-009	1.34890E-009
129	15	14	1	1.32000E-002	1.20000E-003	1.00000E-003	6.43560E-009	1.50000E-009	3.29740E-009	3.43360E+000	7.61215E+002	7.62661E+002	1.44640E+000	5.71607E-001	7.95600E-001	1.19670E-009	1.60890E-009	2.09830E-009
133	13	14	1	1.31000E-002	1.30000E-003	9.00000E-004	6.55030E-009	1.70000E-009	2.07020E-009	3.39800E+000	7.61747E+002	7.63359E+002	1.61180E+000	5.74010E-001	7.96500E-001	1.06320E-009	1.87820E-009	1.10540E-009
137	11	14	1	1.31000E-002	1.30000E-003	1.00000E-003	5.76810E-009	1.60000E-009	3.60650E-009	3.46780E+000	7.68880E+002	7.70518E+002	1.63850E+000	5.61070E-001	7.96600E-001	1.29980E-009	1.76350E-009	1.15220E-009
141	9	14	1	1.32000E-002	1.30000E-003	9.00000E-004	4.22950E-009	1.50000E-009	7.02570E-009	3.45680E+000	7.65384E+002	7.67069E+002	1.68510E+000	5.64667E-001	7.96400E-001	1.09130E-009	1.75170E-009	8.99300E-010
145	7	14	1	1.33000E-002	1.30000E-003	9.00000E-004	3.46600E-009	1.40000E-009	4.05620E-009	3.47780E+000	7.79034E+002	7.80978E+002	1.94390E+000	5.53917E-001	7.96400E-001	1.34660E-009	1.91100E-009	1.05850E-009
151	5	16	2	1.32000E-002	1.18900E-001	4.09300E+000
155	7	16	1	1.32000E-002	1.40000E-003	9.00000E-004	3.36300E-009	1.50000E-009	5.04910E-009	3.46870E+000	7.81302E+002	7.83082E+002	1.77990E+000	5.59339E-001	7.97500E-001	1.01400E-009	1.76810E-009	3.65300E-010
159	9	16	1	1.32000E-002	1.30000E-003	1.00000E-003	4.38170E-009	1.60000E-009	3.71890E-009	3.46990E+000	7.57199E+002	7.58725E+002	1.52660E+000	5.73863E-001	7.97900E-001	1.44500E-009	1.80330E-009	1.92970E-009
163	11	16	1	1.32000E-002	1.30000E-003	9.00000E-004	5.77750E-009	1.60000E-009	5.78920E-009	3.48780E+000	7.71946E+002	7.73475E+002	1.52820E+000	5.62550E-001	7.96900E-001	1.11940E-009	1.51050E-009	1.70490E-009
167	13	16	1	1.32000E-002	1.30000E-003	1.00000E-003	6.32780E-009	1.70000E-009	3.60650E-009	3.43730E+000	7.62538E+002	7.64300E+002	1.76220E+000	5.67268E-001	7.96900E-001	1.16160E-009	1.63000E-009	1.71430E-009
171	15	16	1	1.32000E-002	1.40000E-003	1.00000E-003	6.24820E-009	1.70000E-009	2.49180E-009	3.43350E+000	7.53968E+002	7.55682E+002	1.71430E+000	5.71106E-001	7.96500E-001	1.02810E-009	1.82900E-009	1.59250E-009
175	17	16	1	1.32000E-002	1.40000E-003	1.00000E-003	6.59250E-009	1.60000E-009	3.10070E-009	3.44860E+000	7.57663E+002	7.59376E+002	1.71320E+000	5.73602E-001	7.96100E-001	1.26700E-009	1.59950E-009	1.46130E-009
179	19	16	1	1.32000E-002	1.40000E-003	1.00000E-003	6.10770E-009	1.50000E-009	2.30440E-009	3.45670E+000	7.66646E+002	7.68528E+002	1.88140E+000	5.67586E-001	7.95900E-001	9.43800E-010	1.82900E-009	3.04450E-009
183	21	16	1	1.31000E-002	1.40000E-003	1.00000E-003	5.10070E-009	1.70000E-009	2.27630E-009	3.46190E+000	7.69844E+002	7.71743E+002	1.89880E+000	5.65892E-001	7.96700E-001	1.05850E-009	1.82430E-009	2.06090E-009
187	23	16	1	1.32000E-002	1.40000E-003	1.00000E-003	3.62290E-009	1.50000E-009	4.41210E-009	3.47490E+000	7.88589E+002	7.89943E+002	1.35410E+000	5.61212E-001	7.97300E-001	1.19440E-009	1.70020E-009	8.05600E-010
191	23	18	1	1.32000E-002	1.30000E-003	1.00000E-003	3.26460E-009	1.80000E-009	2.37940E-009	3.47350E+000	7.89996E+002	7.91246E+002	1.24990E+000	5.60362E-001	7.97300E-001	1.27170E-009	1.85950E-009	1.42390E-009
195	21	18	1	1.32000E-002	1.40000E-003	1.00000E-003	5.02570E-009	1.40000E-009	1.91100E-009	3.45740E+000	7.69243E+002	7.70891E+002	1.64740E+000	5.67090E-001	7.95600E-001	1.13110E-009	1.85240E-009	2.06090E-009
199	19	18	1	1.32000E-002	1.30000E-003	9.00000E-004	6.29970E-009	1.50000E-009	2.87590E-009	3.44740E+000	7.70152E+002	7.71579E+002	1.42760E+000	5.67326E-001	7.96000E-001	1.08430E-009	1.51520E-009	1.77050E-009
203	17	18	1	1.32000E-002	1.40000E-003	1.00000E-003	6.36300E-009	1.70000E-009	2.80090E-009	3.43960E+000	7.60997E+002	7.62478E+002	1.48040E+000	5.72269E-001	7.95700E-001	1.20840E-009	1.76810E-009	2.80090E-009
207	15	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.44260E-009	1.60000E-009	2.31380E-009	3.40110E+000	7.48896E+002	7.51226E+002	2.32990E+000	5.63124E-001	7.96100E-001	1.03980E-009	2.02810E-009	2.81970E-009
211	13	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.70020E-009	1.70000E-009	2.51050E-009	3.44370E+000	7.61870E+002	7.63506E+002	1.63580E+000	5.67793E-001	7.95300E-001	1.35600E-009	1.80090E-009	9.18000E-010
215	11	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.05380E-009	1.40000E-009	5.57370E-009	3.48490E+000	7.69270E+002	7.71053E+002	1.78260E+000	5.65995E-001	7.97500E-001	1.10070E-009	1.78690E-009	1.59250E-009
219	9	18	1	1.33000E-002	1.40000E-003	1.00000E-003	4.88760E-009	1.70000E-009	4.16860E-009	3.45990E+000	7.56331E+002	7.58083E+002	1.75130E+000	5.74604E-001	7.97100E-001	1.12650E-009	1.79390E-009	2.37000E-009
223	7	18	1	1.32000E-002	1.30000E-003	9.00000E-004	3.59480E-009	1.60000E-009	4.48710E-009	3.46780E+000	7.81176E+002	7.83073E+002	1.89660E+000	5.58273E-001	7.97400E-001	1.11010E-009	1.83140E-009	7.77500E-010
231	7	20	1	1.31000E-002	1.20000E-003	9.00000E-004	2.97660E-009	1.20000E-009	6.03270E-009	3.46530E+000	7.76710E+002	7.78294E+002	1.58340E+000	5.59688E-001	7.97700E-001	1.03980E-009	1.70720E-009	2.24800E-010
235	9	20	1	1.33000E-002	1.30000E-003	9.00000E-004	4.49180E-009	1.50000E-009	8.20600E-009	3.45780E+000	7.58707E+002	7.60112E+002	1.40530E+000	5.75410E-001	7.96500E-001	1.13580E-009	1.78920E-009	2.16390E-009
239	11	20	1	1.32000E-002	1.20000E-003	9.00000E-004	6.24350E-009	1.50000E-009	3.16630E-009	3.47970E+000	7.69691E+002	7.71667E+002	1.97550E+000	5.65649E-001	7.96300E-001	1.40280E-009	1.80560E-009	1.18030E-009
243	13	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.73530E-009	1.50000E-009	1.87350E-009	3.45930E+000	7.62828E+002	7.64479E+002	1.65040E+000	5.71683E-001	7.96200E-001	9.01600E-010	1.59480E-009	1.15220E-009
247	15	20	1	1.31000E-002	1.30000E-003	1.00000E-003	6.71890E-009	1.60000E-009	2.50120E-009	3.43540E+000	7.59442E+002	7.60922E+002	1.48030E+000	5.73478E-001	7.96400E-001	1.24120E-009	1.81030E-009	2.07020E-009
251	17	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.24590E-009	1.80000E-009	3.16630E-009	3.40310E+000	7.60315E+002	7.61692E+002	1.37700E+000	5.70146E-001	7.95800E-001	1.38410E-009	1.68850E-009	1.46130E-009
255	19	20	1	1.32000E-002	1.20000E-003	1.00000E-003	6.03980E-009	1.40000E-009	1.91100E-009	3.42660E+000	7.72826E+002	7.74458E+002	1.63190E+000	5.70429E-001	7.95700E-001	7.61100E-010	1.82670E-009	1.72360E-009
259	21	20	1	1.32000E-002	1.30000E-003	1.00000E-003	4.53390E-009	1.50000E-009	7.96200E-010	3.45780E+000	7.76867E+002	7.78680E+002	1.81240E+000	5.66845E-001	7.95400E-001	1.20370E-009	1.80090E-009	1.11470E-009
263	23	20	1	1.31000E-002	1.30000E-003	9.00000E-004	3.99760E-009	1.50000E-009	1.12400E-010	3.47110E+000	7.90789E+002	7.92670E+002	1.88060E+000	5.58439E-001	7.95500E-001	1.58080E-009	1.71430E-009	1.95780E-009
265	23	22	1	1.32000E-002	1.20000E-003	8.00000E-004	4.71890E-009	1.20000E-009	9.93000E-010	3.44690E+000	7.85130E+002	7.87051E+002	1.92140E+000	5.52194E-001	7.95000E-001	1.89930E-009	1.41450E-009	2.43560E-009
266	21	22	1	1.32000E-002	1.30000E-003	9.00000E-004	4.29740E-009	1.60000E-009	2.66980E-009	3.46410E+000	7.78237E+002	7.79955E+002	1.71840E+000	5.69252E-001	7.94800E-001	1.27630E-009	1.85710E-009	1.50820E-009
270	19	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.36760E-009	1.40000E-009	1.69550E-009	3.45660E+000	7.65588E+002	7.67223E+002	1.63500E+000	5.68911E-001	7.95800E-001	1.02340E-009	1.66980E-009	1.90160E-009
274	17	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.93670E-009	1.70000E-009	1.03040E-009	3.45790E+000	7.63548E+002	7.65098E+002	1.55010E+000	5.78485E-001	7.96600E-001	1.35830E-009	1.79390E-009	2.80090E-009
278	15	22	1	1.32000E-002	1.30000E-003	1.00000E-003	6.70250E-009	1.60000E-009	5.05900E-010	3.44580E+000	7.62883E+002	7.64753E+002	1.86960E+000	5.74990E-001	7.96300E-001	1.16860E-009	1.71190E-009	2.93210E-009
282	13	22	1	1.32000E-002	1.30000E-003	9.00000E-004	6.65570E-009	1.60000E-009	1.44260E-009	3.47590E+000	7.59550E+002	7.61175E+002	1.62490E+000	5.78921E-001	7.96900E-001	9.81300E-010	1.94140E-009	1.98590E-009
286	11	22	1	1.31000E-002	1.30000E-003	9.00000E-004	6.17330E-009	1.80000E-009	2.37000E-009	3.47280E+000	7.60259E+002	7.61873E+002	1.61460E+000	5.70216E-001	7.96000E-001	1.40280E-009	1.88050E-009	1.10540E-009
290	9	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.29270E-009	1.40000E-009	6.19200E-009	3.46630E+000	7.63333E+002	7.64770E+002	1.43710E+000	5.75095E-001	7.95900E-001	1.17800E-009	1.68850E-009	1.58310E-009
294	7	22	1	1.32000E-002	1.30000E-003	9.00000E-004	2.97890E-009	1.50000E-009	2.69790E-009	3.48930E+000	7.69839E+002	7.71252E+002	1.41270E+000	5.62278E-001	7.96500E-001	1.39580E-009	1.82900E-009	1.03040E-009
300	9	24	1	1.32000E-002	1.30000E-003	9.00000E-004	4.15220E-009	1.50000E-009	7.96200E-010	3.46430E+000	7.80998E+002	7.82920E+002	1.92230E+000	5.61102E-001	7.95700E-001	1.05850E-009	1.64870E-009	3.39110E-009
304	11	24	1	1.32000E-002	1.30000E-003	9.00000E-004	5.03280E-009	1.40000E-009	1.68620E-009	3.46850E+000	7.67080E+002	7.68650E+002	1.56960E+000	5.74022E-001	7.95800E-001	1.11940E-009	1.90400E-009	1.90160E-009
308	13	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.82200E-009	1.50000E-009	2.42620E-009	3.46890E+000	7.60023E+002	7.61953E+002	1.92990E+000	5.75298E-001	7.96000E-001	1.23650E-009	1.92270E-009	2.00470E-009
312	15	24	1	1.32000E-002	1.40000E-003	1.00000E-003	5.74940E-009	1.10000E-009	2.01400E-009	3.46040E+000	7.59691E+002	7.61425E+002	1.73380E+000	5.74149E-001	7.96300E-001	8.73500E-010	1.81730E-009	2.85710E-009
316	17	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.58310E-009	1.60000E-009	2.73530E-009	3.46460E+000	7.62695E+002	7.64306E+002	1.61050E+000	5.75821E-001	7.96200E-001	1.20840E-009	1.90400E-009	2.85710E-009
320	19	24	1	1.31000E-002	1.40000E-003	1.00000E-003	4.66740E-009	1.60000E-009	2.73530E-009	3.46330E+000	7.68931E+002	7.70354E+002	1.42340E+000	5.74587E-001	7.96600E-001	1.16630E-009	1.81030E-009	8.80600E-010
324	21	24	1	1.34000E-002	1.30000E-003	9.00000E-004	4.09370E-009	1.50000E-009	7.02600E-010	3.46850E+000	7.84439E+002	7.85815E+002	1.37570E+000	5.66031E-001	7.95200E-001	1.30210E-009	1.94140E-009	2.51050E-009
327	19	26	1	1.33000E-002	1.20000E-003	9.00000E-004	3.85010E-009	1.60000E-009	1.49900E-010	3.46830E+000	7.84465E+002	7.87350E+002	2.88500E+000	5.66024E-001	7.95400E-001	1.70260E-009	2.01400E-009	2.73530E-009
330	17	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.49650E-009	1.60000E-009	1.09600E-009	3.45460E+000	7.68654E+002	7.70147E+002	1.49360E+000	5.77930E-001	7.96400E-001	1.10540E-009	1.64640E-009	1.27400E-009
334	15	26	1	1.32000E-002	1.30000E-003	1.00000E-003	4.37940E-009	1.50000E-009	7.58800E-010	3.45280E+000	7.65016E+002	7.66639E+002	1.62310E+000	5.75721E-001	7.96400E-001	1.28340E-009	1.85480E-009	1.83610E-009
338	13	26	1	1.31000E-002	1.90000E-003	1.00000E-003	4.40280E-009	1.70000E-009	1.64870E-009	3.46030E+000	7.69903E+002	7.71599E+002	1.69580E+000	5.74946E-001	7.96200E-001	1.10770E-009	2.18030E-009	2.08900E-009
342	11	26	1	1.32000E-002	1.20000E-003	9.00000E-004	4.27630E-009	1.50000E-009	1.77050E-009	3.46490E+000	7.82984E+002	7.85270E+002	2.28570E+000	5.59631E-001	7.95300E-001	1.05390E-009	1.72600E-009	3.49410E-009
346	9	26	1	1.32000E-002	1.20000E-003	9.00000E-004	3.51050E-009	1.70000E-009	2.43560E-009	3.48570E+000	7.58615E+002	7.61554E+002	2.93960E+000	5.66087E-001	7.96700E-001	1.47540E-009	2.02340E-009	8.05600E-010
350	13	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.68380E-009	1.30000E-009	4.12200E-010	3.47480E+000	7.74585E+002	7.76987E+002	2.40260E+000	5.55443E-001	7.95300E-001	1.36530E-009	1.77980E-009	1.58310E-009
352	15	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.53630E-009	1.40000E-009	1.36770E-009	3.45980E+000	7.78092E+002	7.80055E+002	1.96220E+000	5.56824E-001	7.95800E-001	1.50120E-009	1.63930E-009	2.80090E-009
354	17	28	1	1.33000E-002	1.20000E-003	9.00000E-004	4.17090E-009	1.10000E-009	8.61800E-010	3.47350E+000	7.77112E+002	7.79008E+002	1.89590E+000	5.58135E-001	7.96200E-001	2.06090E-009	1.49880E-009	3.31610E-009

4	18	6	1	1.32000E-002	2.30000E-003	2.00000E-003	3.41640E-009	2.00000E-009	2.15430E-009	3.52440E+000	7.30107E+002	7.34344E+002	4.23700E+000	5.67862E-001	7.96600E-001	1.60400E-009	2.26900E-009	2.55700E-009
8	16	6	1	1.32000E-002	2.40000E-003	2.10000E-003	3.55690E-009	1.70000E-009	1.59200E-010	3.48490E+000	7.66785E+002	7.68737E+002	1.95220E+000	5.63931E-001	7.95700E-001	1.51500E-009	2.02780E-009	1.25510E-009
12	14	6	1	1.31000E-002	2.30000E-003	2.00000E-003	3.77470E-009	1.70000E-009	4.77700E-010	3.48630E+000	7.65460E+002	7.67477E+002	2.01710E+000	5.62679E-001	7.96200E-001	1.64380E-009	2.21980E-009	8.80400E-010
15	12	6	1	1.36000E-002	2.30000E-003	2.00000E-003	4.53800E-009	1.80000E-009	1.24105E-008	3.55470E+000	7.09143E+002	7.12993E+002	3.85010E+000	5.63604E-001	7.98200E-001	1.95290E-009	2.49150E-009	1.47050E-009
21	10	8	1	1.31000E-002	2.40000E-003	2.10000E-003	3.46560E-009	1.70000E-009	2.15400E-010	3.49550E+000	7.70067E+002	7.72265E+002	2.19820E+000	5.59557E-001	7.95300E-001	1.30190E-009	1.96230E-009	4.12100E-010
25	12	8	1	1.33000E-002	2.50000E-003	2.00000E-003	4.25470E-009	2.00000E-009	1.12400E-010	3.45170E+000	7.81700E+002	7.83902E+002	2.20190E+000	5.57542E-001	7.94300E-001	1.77960E-009	1.73050E-009	7.96100E-010
29	14	8	1	1.31000E-002	2.50000E-003	2.10000E-003	4.38580E-009	1.80000E-009	1.41430E-009	3.45990E+000	7.79309E+002	7.80918E+002	1.60860E+000	5.72566E-001	7.95600E-001	1.91780E-009	1.94820E-009	1.17080E-009
33	16	8	1	1.33000E-002	2.50000E-003	2.10000E-003	4.14470E-009	1.70000E-009	2.07000E-009	3.45080E+000	7.75809E+002	7.77659E+002	1.84940E+000	5.76609E-001	7.95200E-001	1.55480E-009	2.12380E-009	1.21800E-010
37	18	8	1	1.32000E-002	2.50000E-003	2.10000E-003	4.17040E-009	1.70000E-009	2.10750E-009	3.32350E+000	7.81582E+002	7.84415E+002	2.83300E+000	5.64155E-001	7.95100E-001	1.47050E-009	2.12850E-009	8.80400E-010
41	20	8	1	1.32000E-002	2.40000E-003	2.10000E-003	3.89880E-009	1.70000E-009	1.88270E-009	3.45940E+000	7.74074E+002	7.76400E+002	2.32580E+000	5.61302E-001	7.94500E-001	1.51970E-009	1.88500E-009	1.33940E-009
46	22	10	1	1.31000E-002	2.40000E-003	2.10000E-003	3.82150E-009	1.60000E-009	7.49000E-011	3.47180E+000	7.75564E+002	7.77688E+002	2.12370E+000	5.59565E-001	7.94700E-001	1.53840E-009	1.77260E-009	7.96100E-010
50	20	10	1	1.32000E-002	2.40000E-003	2.00000E-003	4.06040E-009	1.90000E-009	1.31130E-009	3.45620E+000	7.77145E+002	7.79195E+002	2.05020E+000	5.70510E-001	7.94200E-001	1.69060E-009	1.94590E-009	5.05800E-010
54	18	10	1	1.31000E-002	2.50000E-003	2.00000E-003	4.65750E-009	2.00000E-009	1.62980E-009	3.46250E+000	7.68140E+002	7.69924E+002	1.78360E+000	5.77759E-001	7.95000E-001	1.70470E-009	2.13560E-009	1.29260E-009
58	16	10	1	1.32000E-002	2.50000E-003	2.10000E-003	5.20070E-009	1.80000E-009	1.61100E-009	3.42010E+000	7.63019E+002	7.64728E+002	1.70860E+000	5.80327E-001	7.94900E-001	1.36280E-009	1.96930E-009	1.20830E-009
62	14	10	1	1.32000E-002	2.50000E-003	2.10000E-003	5.18200E-009	1.90000E-009	2.81000E-011	3.45470E+000	7.64634E+002	7.66422E+002	1.78770E+000	5.80326E-001	7.95100E-001	1.70940E-009	2.20580E-009	4.87100E-010
66	12	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.61770E-009	1.80000E-009	8.14900E-010	3.46160E+000	7.70914E+002	7.72499E+002	1.58400E+000	5.75817E-001	7.95400E-001	1.70240E-009	1.91080E-009	1.21800E-010
