Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-171445@CP
Wafer number	11
Date	2025/03/12
Time	17:18:36

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
87	11	12	1	1.32000E-002	1.20000E-003	1.00000E-003	4.41210E-009	1.60000E-009	1.80800E-009	3.47590E+000	7.73713E+002	7.75311E+002	1.59800E+000	5.79747E-001	7.96200E-001	1.10300E-009	1.83370E-009	1.40510E-009
91	13	12	1	1.32000E-002	1.20000E-003	1.00000E-003	5.33950E-009	1.60000E-009	2.38870E-009	3.47590E+000	7.63721E+002	7.65139E+002	1.41850E+000	5.82826E-001	7.96700E-001	1.05150E-009	1.94610E-009	1.18970E-009
95	15	12	1	1.32000E-002	1.20000E-003	1.00000E-003	5.72830E-009	1.70000E-009	3.36300E-009	3.44280E+000	7.61067E+002	7.62734E+002	1.66680E+000	5.90187E-001	7.96200E-001	9.78900E-010	1.75170E-009	2.41680E-009
99	17	12	1	1.32000E-002	1.20000E-003	1.00000E-003	5.36300E-009	1.50000E-009	3.11010E-009	3.46070E+000	7.57373E+002	7.59289E+002	1.91650E+000	5.86375E-001	7.96500E-001	1.16860E-009	1.76350E-009	1.40510E-009
103	19	12	1	1.31000E-002	1.30000E-003	1.00000E-003	5.35590E-009	1.50000E-009	2.26700E-009	3.45960E+000	7.60242E+002	7.61859E+002	1.61780E+000	5.85120E-001	7.95900E-001	1.08430E-009	2.03280E-009	2.46370E-009
107	21	12	1	1.32000E-002	1.30000E-003	1.00000E-003	3.80090E-009	1.30000E-009	1.81730E-009	3.46170E+000	7.73290E+002	7.74859E+002	1.56890E+000	5.75141E-001	7.95600E-001	9.11000E-010	1.84540E-009	1.96700E-010
111	23	12	1	1.31000E-002	1.20000E-003	9.00000E-004	3.63230E-009	1.70000E-009	2.02340E-009	3.48690E+000	7.79125E+002	7.80988E+002	1.86230E+000	5.44810E-001	7.96500E-001	1.44030E-009	1.99300E-009	1.68620E-009
113	23	14	1	1.31000E-002	1.30000E-003	1.00000E-003	3.49880E-009	1.20000E-009	3.15690E-009	3.48640E+000	7.85761E+002	7.87711E+002	1.94970E+000	5.52195E-001	7.96400E-001	1.02580E-009	1.88290E-009	9.83600E-010
117	21	14	1	1.32000E-002	1.30000E-003	1.00000E-003	4.40980E-009	1.50000E-009	3.45670E-009	3.46860E+000	7.65661E+002	7.67419E+002	1.75850E+000	5.73370E-001	7.95700E-001	1.10300E-009	1.92500E-009	9.55500E-010
121	19	14	1	1.32000E-002	1.30000E-003	1.00000E-003	5.54090E-009	1.50000E-009	6.14520E-009	3.46790E+000	7.59386E+002	7.61093E+002	1.70700E+000	5.80244E-001	7.96200E-001	8.12600E-010	1.46600E-009	2.22950E-009
125	17	14	1	1.31000E-002	1.30000E-003	1.00000E-003	5.77280E-009	1.50000E-009	1.77980E-009	3.46040E+000	7.66572E+002	7.68092E+002	1.51930E+000	5.79589E-001	7.96300E-001	1.25290E-009	1.88050E-009	1.87350E-009
129	15	14	1	1.32000E-002	1.20000E-003	1.00000E-003	5.88050E-009	1.60000E-009	2.51990E-009	3.45220E+000	7.66718E+002	7.68171E+002	1.45250E+000	5.83383E-001	7.96200E-001	1.11240E-009	1.69090E-009	1.48010E-009
133	13	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.16390E-009	1.50000E-009	1.92040E-009	3.45420E+000	7.62983E+002	7.64617E+002	1.63450E+000	5.83793E-001	7.96900E-001	9.78900E-010	1.77050E-009	2.52930E-009
137	11	14	1	1.32000E-002	1.20000E-003	1.00000E-003	5.33720E-009	1.50000E-009	2.12640E-009	3.47350E+000	7.71688E+002	7.73351E+002	1.66340E+000	5.70858E-001	7.96200E-001	9.74200E-010	1.71190E-009	2.42620E-009
141	9	14	1	1.32000E-002	1.30000E-003	9.00000E-004	4.17560E-009	1.40000E-009	2.21080E-009	3.47250E+000	7.76862E+002	7.78354E+002	1.49210E+000	5.73764E-001	7.96400E-001	1.18270E-009	2.04920E-009	9.36800E-010
145	7	14	1	1.31000E-002	1.20000E-003	1.00000E-003	3.55270E-009	1.40000E-009	4.96480E-009	3.47970E+000	7.84551E+002	7.86483E+002	1.93210E+000	5.57224E-001	7.96500E-001	1.26460E-009	1.54800E-009	1.02110E-009
151	5	16	2	1.32000E-002	1.09500E-001	4.09300E+000
155	7	16	1	1.31000E-002	1.20000E-003	9.00000E-004	3.74000E-009	1.50000E-009	3.48480E-009	3.47720E+000	7.90033E+002	7.92101E+002	2.06820E+000	5.57499E-001	7.98300E-001	9.88300E-010	1.73770E-009	2.87590E-009
159	9	16	1	1.32000E-002	1.20000E-003	1.00000E-003	4.51750E-009	1.60000E-009	4.12180E-009	3.47450E+000	7.68589E+002	7.70195E+002	1.60640E+000	5.81496E-001	7.98100E-001	1.12410E-009	1.94380E-009	1.84540E-009
163	11	16	1	1.32000E-002	1.20000E-003	1.00000E-003	5.64870E-009	1.40000E-009	6.35120E-009	3.48520E+000	7.76230E+002	7.78398E+002	2.16740E+000	5.73040E-001	7.96700E-001	1.22720E-009	1.62290E-009	1.93910E-009
167	13	16	1	1.31000E-002	1.20000E-003	1.00000E-003	5.72360E-009	1.40000E-009	3.39110E-009	3.45120E+000	7.73949E+002	7.75649E+002	1.69970E+000	5.69280E-001	7.97900E-001	1.16630E-009	1.81500E-009	2.33250E-009
171	15	16	1	1.32000E-002	1.20000E-003	1.00000E-003	6.09600E-009	1.50000E-009	3.11010E-009	3.44280E+000	7.65552E+002	7.67243E+002	1.69120E+000	5.66979E-001	7.96300E-001	1.12880E-009	1.50580E-009	2.66980E-009
175	17	16	1	1.32000E-002	1.30000E-003	1.00000E-003	5.98590E-009	1.60000E-009	4.01870E-009	3.45430E+000	7.71637E+002	7.73329E+002	1.69210E+000	5.70519E-001	7.96000E-001	1.43790E-009	1.79860E-009	2.68850E-009
179	19	16	1	1.32000E-002	1.30000E-003	1.00000E-003	6.01170E-009	1.70000E-009	4.16860E-009	3.46760E+000	7.66606E+002	7.68117E+002	1.51110E+000	5.78401E-001	7.96200E-001	1.23420E-009	1.81260E-009	2.05150E-009
183	21	16	1	1.31000E-002	1.30000E-003	1.10000E-003	4.53390E-009	1.40000E-009	4.23420E-009	3.47410E+000	7.69392E+002	7.71095E+002	1.70250E+000	5.77656E-001	7.96800E-001	9.81300E-010	2.01170E-009	1.48950E-009
187	23	16	1	1.31000E-002	1.20000E-003	1.00000E-003	3.70490E-009	1.40000E-009	1.75170E-009	3.48490E+000	7.87610E+002	7.89208E+002	1.59800E+000	5.63684E-001	7.97500E-001	1.11940E-009	1.93210E-009	1.08660E-009
191	23	18	1	1.31000E-002	1.20000E-003	1.00000E-003	3.84070E-009	1.40000E-009	2.90400E-009	3.48650E+000	7.90331E+002	7.91921E+002	1.59010E+000	5.65521E-001	7.97800E-001	1.03510E-009	1.66280E-009	2.75410E-009
195	21	18	1	1.32000E-002	1.30000E-003	1.00000E-003	5.07260E-009	1.60000E-009	1.92040E-009	3.46380E+000	7.70879E+002	7.72664E+002	1.78500E+000	5.77566E-001	7.95800E-001	1.00700E-009	1.86180E-009	1.67680E-009
199	19	18	1	1.32000E-002	1.20000E-003	1.00000E-003	5.69320E-009	1.50000E-009	2.29510E-009	3.41850E+000	7.74284E+002	7.76335E+002	2.05110E+000	5.77396E-001	7.95800E-001	1.22720E-009	1.63460E-009	1.16160E-009
203	17	18	1	1.32000E-002	1.20000E-003	1.00000E-003	6.07720E-009	1.70000E-009	2.03280E-009	3.42870E+000	7.73002E+002	7.74457E+002	1.45580E+000	5.70394E-001	7.95300E-001	1.00700E-009	1.67680E-009	2.14520E-009
207	15	18	1	1.32000E-002	1.20000E-003	1.00000E-003	6.10770E-009	1.80000E-009	2.10770E-009	3.37630E+000	7.64750E+002	7.66142E+002	1.39160E+000	5.59654E-001	7.95700E-001	1.27630E-009	1.83840E-009	1.17100E-009
211	13	18	1	1.33000E-002	1.30000E-003	1.00000E-003	5.82200E-009	1.30000E-009	6.18300E-010	3.45300E+000	7.73098E+002	7.74604E+002	1.50600E+000	5.69295E-001	7.95300E-001	9.88300E-010	1.49180E-009	1.27400E-009
215	11	18	1	1.32000E-002	1.20000E-003	1.00000E-003	5.28800E-009	1.70000E-009	6.55730E-009	3.48940E+000	7.78039E+002	7.80210E+002	2.17080E+000	5.73001E-001	7.97500E-001	1.14520E-009	1.67450E-009	1.16160E-009
219	9	18	1	1.31000E-002	1.20000E-003	9.00000E-004	4.46370E-009	1.70000E-009	2.68850E-009	3.46970E+000	7.66619E+002	7.68065E+002	1.44640E+000	5.82645E-001	7.97700E-001	1.22250E-009	1.97660E-009	4.12200E-010
223	7	18	1	1.32000E-002	1.30000E-003	9.00000E-004	3.33490E-009	1.30000E-009	1.36770E-009	3.48040E+000	7.89033E+002	7.91142E+002	2.10870E+000	5.59668E-001	7.98200E-001	1.00000E-009	1.70960E-009	2.10770E-009
231	7	20	1	1.32000E-002	1.30000E-003	9.00000E-004	3.20840E-009	1.50000E-009	1.62060E-009	3.46290E+000	7.86761E+002	7.88422E+002	1.66080E+000	5.60324E-001	7.98600E-001	1.16160E-009	1.74470E-009	1.82670E-009
235	9	20	1	1.32000E-002	1.30000E-003	9.00000E-004	4.22480E-009	1.50000E-009	6.45430E-009	3.46520E+000	7.69757E+002	7.71191E+002	1.43360E+000	5.81643E-001	7.97000E-001	1.11710E-009	1.76110E-009	3.56000E-010
239	11	20	1	1.32000E-002	1.20000E-003	1.00000E-003	5.62760E-009	1.40000E-009	7.93440E-009	3.48150E+000	7.71136E+002	7.72963E+002	1.82670E+000	5.75739E-001	7.96700E-001	1.14520E-009	1.66040E-009	2.04210E-009
243	13	20	1	1.32000E-002	1.30000E-003	1.00000E-003	5.86880E-009	1.60000E-009	5.71400E-010	3.45710E+000	7.68887E+002	7.70507E+002	1.61930E+000	5.80221E-001	7.96000E-001	1.22950E-009	1.65340E-009	3.45670E-009
247	15	20	1	1.33000E-002	1.30000E-003	1.00000E-003	6.42850E-009	1.60000E-009	2.68850E-009	3.38590E+000	7.68578E+002	7.70036E+002	1.45860E+000	5.75288E-001	7.96000E-001	1.22720E-009	1.73540E-009	9.74200E-010
251	17	20	1	1.33000E-002	1.30000E-003	1.00000E-003	5.91800E-009	1.40000E-009	1.70490E-009	3.43440E+000	7.70648E+002	7.72077E+002	1.42920E+000	5.74882E-001	7.96200E-001	9.20400E-010	1.80090E-009	7.58800E-010
255	19	20	1	1.31000E-002	1.30000E-003	1.00000E-003	5.80090E-009	1.50000E-009	8.43100E-010	3.45890E+000	7.71345E+002	7.72863E+002	1.51830E+000	5.84361E-001	7.95800E-001	1.09600E-009	1.82670E-009	2.74470E-009
259	21	20	1	1.31000E-002	1.30000E-003	1.00000E-003	4.41210E-009	1.60000E-009	2.54800E-009	3.46560E+000	7.73187E+002	7.74910E+002	1.72230E+000	5.80079E-001	7.95500E-001	1.18030E-009	1.82900E-009	1.22720E-009
263	23	20	1	1.31000E-002	1.20000E-003	9.00000E-004	3.58080E-009	1.70000E-009	2.26700E-009	3.47960E+000	7.92477E+002	7.94358E+002	1.88110E+000	5.62755E-001	7.96300E-001	1.36060E-009	1.86420E-009	3.45670E-009
265	23	22	1	1.33000E-002	1.20000E-003	9.00000E-004	4.80090E-009	1.10000E-009	8.43000E-011	3.46420E+000	7.87871E+002	7.89955E+002	2.08370E+000	5.57116E-001	7.94900E-001	1.83370E-009	1.42860E-009	9.55500E-010
266	21	22	1	1.32000E-002	1.20000E-003	1.00000E-003	4.04680E-009	1.60000E-009	2.22950E-009	3.46990E+000	7.81634E+002	7.83235E+002	1.60100E+000	5.77928E-001	7.95200E-001	1.48710E-009	1.82900E-009	1.63000E-009
270	19	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.04210E-009	1.60000E-009	1.73300E-009	3.45840E+000	7.64989E+002	7.66455E+002	1.46620E+000	5.81680E-001	7.95800E-001	1.11010E-009	1.64170E-009	1.79860E-009
274	17	22	1	1.33000E-002	1.30000E-003	1.00000E-003	5.68380E-009	1.50000E-009	5.34000E-010	3.46860E+000	7.69253E+002	7.70900E+002	1.64650E+000	5.86372E-001	7.96500E-001	1.00940E-009	1.84780E-009	7.40000E-010
278	15	22	1	1.31000E-002	1.30000E-003	1.00000E-003	6.05150E-009	1.30000E-009	2.19200E-009	3.43790E+000	7.62263E+002	7.63828E+002	1.56570E+000	5.84796E-001	7.96200E-001	1.07030E-009	1.97660E-009	1.65810E-009
282	13	22	1	1.31000E-002	1.30000E-003	1.00000E-003	6.04910E-009	1.40000E-009	1.55500E-009	3.47290E+000	7.66850E+002	7.68634E+002	1.78360E+000	5.85081E-001	7.96800E-001	7.14300E-010	1.75880E-009	2.35130E-009
286	11	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.51050E-009	1.40000E-009	5.94840E-009	3.48260E+000	7.66254E+002	7.67806E+002	1.55210E+000	5.80274E-001	7.96800E-001	8.68800E-010	1.94140E-009	1.29270E-009
290	9	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.10300E-009	1.50000E-009	8.52450E-009	3.47630E+000	7.84797E+002	7.86053E+002	1.25590E+000	5.73371E-001	7.96700E-001	1.00470E-009	1.73770E-009	1.62060E-009
294	7	22	1	1.32000E-002	1.30000E-003	1.00000E-003	3.01170E-009	1.40000E-009	5.55500E-009	3.49610E+000	7.80675E+002	7.82921E+002	2.24590E+000	5.63815E-001	7.97800E-001	1.12410E-009	1.66040E-009	2.07960E-009
300	9	24	1	1.32000E-002	1.30000E-003	1.00000E-003	3.74000E-009	1.50000E-009	4.14990E-009	3.47490E+000	7.91243E+002	7.91991E+002	7.47600E-001	5.60253E-001	7.96300E-001	9.74200E-010	1.88050E-009	2.16390E-009
304	11	24	1	1.32000E-002	1.20000E-003	1.00000E-003	4.85480E-009	1.30000E-009	8.83370E-009	3.47670E+000	7.79875E+002	7.81580E+002	1.70540E+000	5.77404E-001	7.96700E-001	9.67200E-010	1.67910E-009	1.38640E-009
308	13	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.31140E-009	1.60000E-009	8.33700E-010	3.47790E+000	7.69248E+002	7.70848E+002	1.60000E+000	5.82633E-001	7.96100E-001	1.26230E-009	1.86420E-009	9.64900E-010
312	15	24	1	1.32000E-002	1.30000E-003	1.00000E-003	5.34890E-009	1.50000E-009	2.31380E-009	3.46790E+000	7.59199E+002	7.61155E+002	1.95640E+000	5.83754E-001	7.96300E-001	1.08430E-009	1.54800E-009	1.78920E-009
316	17	24	1	1.32000E-002	1.30000E-003	1.00000E-003	4.71430E-009	1.60000E-009	1.75170E-009	3.47680E+000	7.67693E+002	7.69200E+002	1.50710E+000	5.89145E-001	7.96600E-001	9.57800E-010	1.68150E-009	1.58310E-009
320	19	24	1	1.32000E-002	1.30000E-003	1.00000E-003	4.46600E-009	1.60000E-009	2.60420E-009	3.47430E+000	7.73302E+002	7.74977E+002	1.67480E+000	5.84445E-001	7.96900E-001	1.24120E-009	1.63000E-009	1.33960E-009
324	21	24	1	1.34000E-002	1.30000E-003	1.00000E-003	3.91330E-009	1.50000E-009	1.64870E-009	3.48050E+000	7.91008E+002	7.92763E+002	1.75530E+000	5.68008E-001	7.95600E-001	1.46130E-009	1.96020E-009	1.76110E-009
327	19	26	1	1.33000E-002	1.20000E-003	1.00000E-003	3.73300E-009	1.60000E-009	1.81730E-009	3.47060E+000	7.88248E+002	7.90350E+002	2.10130E+000	5.73067E-001	7.95700E-001	1.54100E-009	1.69550E-009	2.66040E-009
330	17	26	1	1.32000E-002	1.30000E-003	1.00000E-003	3.52930E-009	1.60000E-009	2.66040E-009	3.46790E+000	7.76612E+002	7.78120E+002	1.50770E+000	5.82250E-001	7.96700E-001	1.38410E-009	1.67450E-009	1.60190E-009
334	15	26	1	1.31000E-002	1.20000E-003	1.00000E-003	4.00700E-009	1.40000E-009	2.57610E-009	3.46150E+000	7.71446E+002	7.73176E+002	1.72980E+000	5.81408E-001	7.96300E-001	1.23180E-009	1.82900E-009	2.34190E-009
338	13	26	1	1.32000E-002	1.20000E-003	1.00000E-003	4.07020E-009	1.40000E-009	1.80800E-009	3.46780E+000	7.78556E+002	7.80283E+002	1.72750E+000	5.77662E-001	7.96700E-001	1.14520E-009	1.77050E-009	1.78920E-009
342	11	26	1	1.32000E-002	1.20000E-003	9.00000E-004	4.12880E-009	1.60000E-009	3.07260E-009	3.47280E+000	7.89960E+002	7.92704E+002	2.74350E+000	5.59117E-001	7.96300E-001	1.22010E-009	1.58080E-009	1.00230E-009
346	9	26	1	1.32000E-002	1.20000E-003	9.00000E-004	3.50110E-009	1.50000E-009	2.11710E-009	3.50070E+000	7.75857E+002	7.77995E+002	2.13820E+000	5.67495E-001	7.97500E-001	1.33960E-009	2.02570E-009	3.01640E-009
350	13	28	1	1.35000E-002	1.20000E-003	9.00000E-004	3.70960E-009	1.50000E-009	1.61120E-009	3.48540E+000	7.82394E+002	7.84812E+002	2.41870E+000	5.60902E-001	7.95900E-001	1.39580E-009	1.73540E-009	1.47070E-009
352	15	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.39580E-009	1.40000E-009	1.35830E-009	3.47380E+000	7.84659E+002	7.86706E+002	2.04730E+000	5.63695E-001	7.96300E-001	1.43560E-009	1.57610E-009	2.62290E-009
354	17	28	1	1.33000E-002	1.20000E-003	9.00000E-004	3.63930E-009	1.20000E-009	1.87400E-010	3.48470E+000	7.82182E+002	7.84343E+002	2.16080E+000	5.65587E-001	7.96600E-001	1.77520E-009	1.46370E-009	4.01870E-009

4	18	6	1	1.32000E-002	2.40000E-003	2.00000E-003	3.73490E-009	1.70000E-009	7.86800E-010	3.55190E+000	7.26586E+002	7.30595E+002	4.00830E+000	5.85756E-001	7.97400E-001	2.11680E-009	2.15190E-009	2.93170E-009
8	16	6	1	1.32000E-002	2.30000E-003	2.00000E-003	3.28760E-009	1.90000E-009	5.71400E-010	3.51820E+000	7.56702E+002	7.59447E+002	2.74500E+000	5.86523E-001	7.96300E-001	1.55480E-009	2.09110E-009	1.59200E-010
12	14	6	1	1.31000E-002	2.30000E-003	2.00000E-003	3.97610E-009	2.20000E-009	7.77400E-010	3.52990E+000	7.54191E+002	7.57521E+002	3.33010E+000	5.86463E-001	7.97100E-001	1.89900E-009	1.86860E-009	9.08500E-010
15	12	6	5	1.36000E-002	2.30000E-003	1.90000E-003	4.30150E-009	1.20000E-009	1.26060E-005
21	10	8	1	1.32000E-002	2.30000E-003	2.00000E-003	3.67870E-009	1.50000E-009	1.54550E-009	3.51380E+000	7.70169E+002	7.72699E+002	2.53020E+000	5.63994E-001	7.95400E-001	1.96460E-009	2.21050E-009	3.84000E-010
25	12	8	1	1.31000E-002	2.30000E-003	2.00000E-003	4.08610E-009	2.10000E-009	1.42370E-009	3.46290E+000	7.84743E+002	7.85861E+002	1.11860E+000	5.66626E-001	7.94400E-001	1.83820E-009	1.93890E-009	2.15430E-009
29	14	8	1	1.32000E-002	2.40000E-003	2.00000E-003	3.67630E-009	1.80000E-009	1.59200E-010	3.47300E+000	7.76498E+002	7.78337E+002	1.83910E+000	5.80046E-001	7.95900E-001	1.56890E-009	2.03250E-009	7.11900E-010
33	16	8	1	1.31000E-002	2.30000E-003	2.10000E-003	3.97610E-009	2.10000E-009	4.30900E-010	3.34640E+000	7.73885E+002	7.75679E+002	1.79400E+000	5.84627E-001	7.95400E-001	1.73750E-009	2.18940E-009	1.83580E-009
37	18	8	1	1.32000E-002	2.30000E-003	2.00000E-003	3.79580E-009	1.70000E-009	6.65000E-010	3.47440E+000	7.83199E+002	7.86516E+002	3.31710E+000	5.69504E-001	7.95800E-001	1.33940E-009	1.98800E-009	1.02090E-009
41	20	8	1	1.31000E-002	2.40000E-003	2.10000E-003	3.60840E-009	1.90000E-009	2.04190E-009	3.48090E+000	7.74602E+002	7.76675E+002	2.07290E+000	5.67441E-001	7.94600E-001	1.72810E-009	2.13560E-009	1.31100E-010
46	22	10	1	1.32000E-002	2.30000E-003	2.10000E-003	3.75830E-009	1.80000E-009	6.18200E-010	3.48130E+000	7.74158E+002	7.76037E+002	1.87950E+000	5.56328E-001	7.94500E-001	1.44950E-009	2.04890E-009	3.37200E-010
50	20	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.27580E-009	1.90000E-009	8.14900E-010	3.45900E+000	7.74167E+002	7.75724E+002	1.55690E+000	5.75874E-001	7.94800E-001	1.82180E-009	1.95060E-009	1.96700E-010
54	18	10	1	1.33000E-002	2.40000E-003	2.00000E-003	4.66450E-009	1.80000E-009	1.12400E-010	3.47750E+000	7.65289E+002	7.67205E+002	1.91600E+000	5.86808E-001	7.95000E-001	1.42140E-009	1.93650E-009	4.40200E-010
58	16	10	1	1.32000E-002	2.30000E-003	2.00000E-003	5.17960E-009	1.90000E-009	8.24200E-010	3.43160E+000	7.61264E+002	7.62966E+002	1.70170E+000	5.90904E-001	7.94800E-001	1.37220E-009	2.09340E-009	1.32070E-009
62	14	10	1	1.32000E-002	2.40000E-003	2.10000E-003	5.33890E-009	1.70000E-009	1.03970E-009	3.46130E+000	7.61877E+002	7.63472E+002	1.59490E+000	5.91358E-001	7.95600E-001	1.39560E-009	1.99970E-009	1.81710E-009
66	12	10	1	1.31000E-002	2.40000E-003	2.10000E-003	4.11190E-009	2.00000E-009	1.29260E-009	3.46770E+000	7.74502E+002	7.76012E+002	1.51010E+000	5.83657E-001	7.95300E-001	1.62980E-009	2.15900E-009	1.92950E-009
70	10	10	1	1.32000E-002	2.40000E-003	2.10000E-003	3.68100E-009	1.90000E-009	1.85460E-009	3.47410E+000	7.88819E+002	7.90452E+002	1.63320E+000	5.62052E-001	7.94900E-001	1.65320E-009	2.35100E-009	2.21050E-009
74	8	10	1	1.33000E-002	2.40000E-003	2.10000E-003	4.71840E-009	1.80000E-009	4.21500E-010	3.51290E+000	7.64747E+002	7.68522E+002	3.77430E+000	5.62998E-001	7.95800E-001	1.63440E-009	2.43290E-009	3.27800E-010
77	6	12	3	1.35000E-002	3.80000E-003	2.20000E-003	1.38570E-005
