Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-171940@CP
Wafer number	12
Date	2025/03/12
Time	17:22:37

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
83	9	12	1	1.32000E-002	1.30000E-003	9.00000E-004	3.92740E-009	1.40000E-009	4.34189E-008	3.46930E+000	7.79844E+002	7.81666E+002	1.82230E+000	5.62657E-001	7.97100E-001	1.09370E-009	1.92970E-009	8.43000E-011
87	11	12	1	1.32000E-002	1.20000E-003	1.00000E-003	5.12410E-009	1.60000E-009	4.89930E-009	3.47490E+000	7.70464E+002	7.72453E+002	1.98860E+000	5.70085E-001	7.96900E-001	1.11470E-009	1.39110E-009	5.43300E-010
91	13	12	1	1.32000E-002	1.20000E-003	9.00000E-004	5.34890E-009	1.60000E-009	1.67680E-009	3.47250E+000	7.58671E+002	7.60521E+002	1.84980E+000	5.75668E-001	7.96500E-001	1.09840E-009	1.78220E-009	2.14520E-009
95	15	12	1	1.33000E-002	1.30000E-003	1.00000E-003	5.76110E-009	1.60000E-009	2.59480E-009	3.46580E+000	7.59777E+002	7.61307E+002	1.52990E+000	5.81913E-001	7.96300E-001	1.12650E-009	1.68850E-009	1.62060E-009
99	17	12	1	1.32000E-002	1.30000E-003	1.00000E-003	5.95550E-009	1.40000E-009	1.32080E-009	3.45680E+000	7.60143E+002	7.61704E+002	1.56090E+000	5.77355E-001	7.96600E-001	1.28570E-009	1.70490E-009	8.33700E-010
103	19	12	1	1.31000E-002	1.30000E-003	9.00000E-004	5.66040E-009	1.60000E-009	4.58080E-009	3.29330E+000	7.62748E+002	7.64302E+002	1.55400E+000	5.71256E-001	7.95900E-001	1.30440E-009	1.85480E-009	1.18970E-009
107	21	12	1	1.32000E-002	1.30000E-003	1.00000E-003	3.98590E-009	1.40000E-009	6.60420E-009	3.45730E+000	7.71563E+002	7.73388E+002	1.82550E+000	5.67450E-001	7.96300E-001	1.27870E-009	1.82430E-009	2.71700E-010
111	23	12	1	1.31000E-002	1.20000E-003	9.00000E-004	3.97660E-009	1.60000E-009	4.03740E-009	3.48730E+000	7.76522E+002	7.78696E+002	2.17420E+000	5.52864E-001	7.97400E-001	1.49410E-009	1.81500E-009	1.26460E-009
113	23	14	1	1.32000E-002	1.30000E-003	9.00000E-004	3.53860E-009	1.60000E-009	3.51290E-009	3.48590E+000	7.84164E+002	7.86086E+002	1.92260E+000	5.56125E-001	7.97000E-001	1.31150E-009	1.78690E-009	6.55700E-010
117	21	14	1	1.31000E-002	1.30000E-003	1.00000E-003	4.82200E-009	1.60000E-009	4.72130E-009	3.46800E+000	7.68322E+002	7.70227E+002	1.90550E+000	5.63431E-001	7.96800E-001	1.14050E-009	1.59250E-009	1.88290E-009
121	19	14	1	1.32000E-002	1.30000E-003	1.00000E-003	5.92970E-009	1.40000E-009	1.61120E-009	3.46600E+000	7.64787E+002	7.66781E+002	1.99430E+000	5.67407E-001	7.96300E-001	9.76600E-010	1.74470E-009	2.99800E-010
125	17	14	1	1.31000E-002	1.30000E-003	1.00000E-003	6.39110E-009	1.50000E-009	1.41450E-009	3.45920E+000	7.62754E+002	7.64274E+002	1.52040E+000	5.73214E-001	7.96000E-001	1.12880E-009	1.90630E-009	2.16390E-009
129	15	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.06790E-009	1.60000E-009	2.58550E-009	3.44440E+000	7.60014E+002	7.61480E+002	1.46600E+000	5.72287E-001	7.95800E-001	1.10540E-009	1.62060E-009	2.55740E-009
133	13	14	1	1.31000E-002	1.30000E-003	9.00000E-004	6.11470E-009	1.50000E-009	2.56670E-009	3.46140E+000	7.61065E+002	7.62674E+002	1.60870E+000	5.75563E-001	7.96600E-001	1.08430E-009	1.81730E-009	2.91330E-009
137	11	14	1	1.32000E-002	1.20000E-003	9.00000E-004	5.37000E-009	1.80000E-009	5.96720E-009	3.46940E+000	7.65429E+002	7.67259E+002	1.82960E+000	5.62815E-001	7.96200E-001	1.39110E-009	1.88520E-009	8.05600E-010
141	9	14	1	1.33000E-002	1.30000E-003	9.00000E-004	4.07730E-009	1.40000E-009	4.02810E-009	3.46550E+000	7.64579E+002	7.66497E+002	1.91810E+000	5.64639E-001	7.96400E-001	1.10300E-009	1.96720E-009	1.37700E-009
145	7	14	1	1.33000E-002	1.30000E-003	1.00000E-003	3.54100E-009	1.50000E-009	2.59480E-009	3.47910E+000	7.75627E+002	7.77528E+002	1.90090E+000	5.52669E-001	7.96300E-001	1.24590E-009	1.98830E-009	2.62290E-009
151	5	16	3	1.32000E-002	1.40000E-003	1.80000E-003	1.38710E-005
155	7	16	1	1.33000E-002	1.20000E-003	9.00000E-004	3.24820E-009	1.50000E-009	4.02810E-009	3.47370E+000	7.80675E+002	7.82567E+002	1.89250E+000	5.56887E-001	7.96600E-001	1.28570E-009	1.72360E-009	8.89900E-010
159	9	16	1	1.32000E-002	1.30000E-003	1.00000E-003	4.60180E-009	1.20000E-009	3.24120E-009	3.47850E+000	7.62643E+002	7.64398E+002	1.75480E+000	5.71439E-001	7.97800E-001	6.88500E-010	1.82200E-009	2.60420E-009
163	11	16	1	1.32000E-002	1.30000E-003	9.00000E-004	5.86410E-009	1.60000E-009	5.40510E-009	3.47920E+000	7.73077E+002	7.75314E+002	2.23650E+000	5.61072E-001	7.96200E-001	1.20140E-009	1.61360E-009	5.34000E-010
167	13	16	1	1.33000E-002	1.30000E-003	9.00000E-004	6.21780E-009	1.70000E-009	2.79160E-009	3.45040E+000	7.59620E+002	7.61337E+002	1.71700E+000	5.70770E-001	7.96900E-001	1.24820E-009	1.92970E-009	7.68100E-010
171	15	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.04910E-009	1.10000E-009	5.05900E-010	3.44030E+000	7.56005E+002	7.57591E+002	1.58610E+000	5.71273E-001	7.96800E-001	8.33700E-010	1.65810E-009	2.89460E-009
175	17	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.21780E-009	1.60000E-009	2.28570E-009	3.45110E+000	7.64477E+002	7.66025E+002	1.54760E+000	5.72442E-001	7.96000E-001	1.07260E-009	1.51050E-009	1.62060E-009
179	19	16	1	1.32000E-002	1.30000E-003	1.00000E-003	6.31380E-009	1.70000E-009	3.94380E-009	3.46110E+000	7.67694E+002	7.69313E+002	1.61920E+000	5.67983E-001	7.95900E-001	1.22010E-009	1.69320E-009	1.01170E-009
183	21	16	1	1.31000E-002	1.30000E-003	1.00000E-003	5.29270E-009	1.60000E-009	3.55970E-009	3.45190E+000	7.71560E+002	7.73345E+002	1.78520E+000	5.65969E-001	7.96900E-001	6.95500E-010	1.63930E-009	9.08700E-010
187	23	16	1	1.31000E-002	1.30000E-003	1.00000E-003	3.90630E-009	1.70000E-009	1.55500E-009	3.48860E+000	7.85235E+002	7.86737E+002	1.50200E+000	5.64466E-001	7.97400E-001	1.09130E-009	1.85950E-009	1.87350E-009
191	23	18	1	1.32000E-002	1.30000E-003	9.00000E-004	3.79620E-009	1.70000E-009	1.06790E-009	3.48380E+000	7.85748E+002	7.87037E+002	1.28870E+000	5.64194E-001	7.97500E-001	1.19910E-009	1.79620E-009	2.14520E-009
195	21	18	1	1.32000E-002	1.30000E-003	1.00000E-003	4.89930E-009	1.40000E-009	2.84780E-009	3.47230E+000	7.72342E+002	7.73972E+002	1.62980E+000	5.66720E-001	7.96600E-001	8.38400E-010	1.82670E-009	4.96500E-010
199	19	18	1	1.32000E-002	1.20000E-003	1.00000E-003	6.27400E-009	1.40000E-009	2.13580E-009	3.45410E+000	7.72492E+002	7.74371E+002	1.87910E+000	5.66412E-001	7.96100E-001	1.27400E-009	1.97890E-009	1.69550E-009
203	17	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.07020E-009	1.50000E-009	2.30440E-009	3.44630E+000	7.68624E+002	7.69962E+002	1.33730E+000	5.68976E-001	7.95500E-001	1.37240E-009	1.80800E-009	6.08900E-010
207	15	18	1	1.32000E-002	1.20000E-003	1.00000E-003	6.11240E-009	1.40000E-009	8.15000E-010	3.44580E+000	7.53856E+002	7.56152E+002	2.29590E+000	5.62033E-001	7.96600E-001	1.13350E-009	1.89230E-009	6.37000E-010
211	13	18	1	1.32000E-002	1.20000E-003	9.00000E-004	6.18500E-009	1.60000E-009	1.81730E-009	3.45450E+000	7.60290E+002	7.61863E+002	1.57310E+000	5.69119E-001	7.95100E-001	1.23420E-009	1.88760E-009	1.06790E-009
215	11	18	1	1.32000E-002	1.20000E-003	9.00000E-004	6.14750E-009	1.40000E-009	2.69790E-009	3.48610E+000	7.70205E+002	7.71935E+002	1.72930E+000	5.66362E-001	7.96700E-001	1.20610E-009	1.71900E-009	1.21800E-010
219	9	18	1	1.32000E-002	1.30000E-003	1.00000E-003	4.27400E-009	1.50000E-009	3.39110E-009	3.47290E+000	7.59040E+002	7.60545E+002	1.50500E+000	5.73541E-001	7.97000E-001	1.01400E-009	1.73300E-009	3.08190E-009
223	7	18	1	1.32000E-002	1.20000E-003	1.00000E-003	3.63000E-009	1.40000E-009	3.39110E-009	3.47690E+000	7.80714E+002	7.82708E+002	1.99450E+000	5.55348E-001	7.97100E-001	1.09840E-009	1.93910E-009	1.28340E-009
231	7	20	1	1.32000E-002	1.30000E-003	9.00000E-004	3.22710E-009	1.30000E-009	4.40280E-009	3.46870E+000	7.77198E+002	7.78722E+002	1.52440E+000	5.55699E-001	7.97100E-001	1.17330E-009	1.80560E-009	1.96700E-010
235	9	20	1	1.33000E-002	1.30000E-003	1.00000E-003	4.14280E-009	1.50000E-009	5.76110E-009	3.46630E+000	7.59693E+002	7.61460E+002	1.76690E+000	5.74580E-001	7.95900E-001	8.94600E-010	1.61120E-009	1.42390E-009
239	11	20	1	1.32000E-002	1.30000E-003	9.00000E-004	6.28330E-009	1.50000E-009	2.23890E-009	3.48110E+000	7.70019E+002	7.72519E+002	2.50030E+000	5.66904E-001	7.95600E-001	9.48500E-010	1.74470E-009	2.11710E-009
243	13	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.24120E-009	1.70000E-009	1.80800E-009	3.45720E+000	7.63835E+002	7.65562E+002	1.72720E+000	5.70505E-001	7.95800E-001	1.33020E-009	1.81730E-009	3.56000E-010
247	15	20	1	1.32000E-002	1.30000E-003	1.00000E-003	5.91330E-009	1.50000E-009	2.09830E-009	3.44400E+000	7.64004E+002	7.65439E+002	1.43540E+000	5.72478E-001	7.96200E-001	1.10540E-009	1.93440E-009	1.89230E-009
251	17	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.17330E-009	1.30000E-009	1.95780E-009	3.43890E+000	7.63199E+002	7.64607E+002	1.40800E+000	5.68793E-001	7.95700E-001	1.07030E-009	1.86650E-009	2.25760E-009
255	19	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.04450E-009	1.60000E-009	2.01400E-009	3.46010E+000	7.71166E+002	7.72726E+002	1.55990E+000	5.70126E-001	7.95800E-001	1.25530E-009	1.66280E-009	1.12400E-010
259	21	20	1	1.32000E-002	1.30000E-003	1.00000E-003	4.54560E-009	1.50000E-009	5.40510E-009	3.47260E+000	7.71859E+002	7.73484E+002	1.62570E+000	5.68588E-001	7.96500E-001	9.43800E-010	1.82200E-009	1.11470E-009
263	23	20	1	1.31000E-002	1.20000E-003	9.00000E-004	4.28330E-009	1.50000E-009	3.23180E-009	3.48470E+000	7.87295E+002	7.89227E+002	1.93210E+000	5.58145E-001	7.97400E-001	1.37240E-009	1.94610E-009	1.33960E-009
265	23	22	1	1.33000E-002	1.20000E-003	9.00000E-004	4.13110E-009	1.20000E-009	3.81260E-009	3.46000E+000	7.81950E+002	7.83830E+002	1.88070E+000	5.49876E-001	7.96200E-001	1.72130E-009	1.54100E-009	9.83600E-010
266	21	22	1	1.32000E-002	1.30000E-003	9.00000E-004	4.18970E-009	1.60000E-009	2.07960E-009	3.47170E+000	7.77010E+002	7.78876E+002	1.86590E+000	5.69463E-001	7.95500E-001	1.12880E-009	1.73070E-009	2.08900E-009
270	19	22	1	1.32000E-002	1.30000E-003	1.00000E-003	5.52920E-009	1.50000E-009	2.16390E-009	3.46650E+000	7.68357E+002	7.70225E+002	1.86820E+000	5.67829E-001	7.95900E-001	7.58800E-010	1.83840E-009	1.60190E-009
274	17	22	1	1.33000E-002	1.30000E-003	1.00000E-003	6.11240E-009	1.60000E-009	1.65810E-009	3.47080E+000	7.70181E+002	7.71621E+002	1.44040E+000	5.76401E-001	7.96200E-001	1.14520E-009	1.98590E-009	2.41680E-009
278	15	22	1	1.32000E-002	1.30000E-003	1.00000E-003	6.49410E-009	1.50000E-009	2.99760E-009	3.45750E+000	7.63889E+002	7.65309E+002	1.42030E+000	5.74610E-001	7.96000E-001	1.10300E-009	1.60650E-009	2.22010E-009
282	13	22	1	1.32000E-002	1.30000E-003	9.00000E-004	6.39110E-009	1.50000E-009	1.68620E-009	3.46930E+000	7.62025E+002	7.63510E+002	1.48530E+000	5.80080E-001	7.96800E-001	1.17100E-009	1.86650E-009	8.71200E-010
286	11	22	1	1.32000E-002	1.30000E-003	9.00000E-004	5.68850E-009	1.50000E-009	2.71700E-010	3.47650E+000	7.60835E+002	7.62456E+002	1.62150E+000	5.71622E-001	7.95400E-001	1.23180E-009	1.61830E-009	2.14520E-009
290	9	22	1	1.32000E-002	1.30000E-003	9.00000E-004	4.43790E-009	1.50000E-009	3.25990E-009	3.47850E+000	7.62851E+002	7.64612E+002	1.76110E+000	5.75366E-001	7.95600E-001	9.20400E-010	2.00000E-009	1.03000E-010
294	7	22	1	1.32000E-002	1.30000E-003	1.00000E-003	3.18260E-009	1.50000E-009	5.33020E-009	3.50290E+000	7.68273E+002	7.70652E+002	2.37940E+000	5.58264E-001	7.96900E-001	1.03040E-009	1.92500E-009	1.09600E-009
300	9	24	1	1.33000E-002	1.30000E-003	1.00000E-003	3.99290E-009	1.40000E-009	5.24600E-010	3.47610E+000	7.79582E+002	7.81237E+002	1.65520E+000	5.60668E-001	7.95100E-001	1.10300E-009	1.79620E-009	2.37940E-009
304	11	24	1	1.32000E-002	1.30000E-003	9.00000E-004	4.93210E-009	1.20000E-009	1.59250E-009	3.47270E+000	7.68027E+002	7.69860E+002	1.83290E+000	5.74825E-001	7.95500E-001	8.26700E-010	1.68380E-009	2.61360E-009
308	13	24	1	1.32000E-002	1.20000E-003	9.00000E-004	5.34890E-009	1.60000E-009	1.87400E-010	3.47300E+000	7.63330E+002	7.65107E+002	1.77670E+000	5.79261E-001	7.96200E-001	1.11940E-009	1.81500E-009	2.44490E-009
312	15	24	1	1.32000E-002	1.20000E-003	9.00000E-004	5.81500E-009	1.50000E-009	1.80800E-009	3.46650E+000	7.61084E+002	7.62581E+002	1.49720E+000	5.78199E-001	7.96200E-001	1.33960E-009	1.45430E-009	3.12880E-009
316	17	24	1	1.32000E-002	1.20000E-003	1.00000E-003	4.86880E-009	1.60000E-009	1.36770E-009	3.47350E+000	7.63836E+002	7.65383E+002	1.54690E+000	5.79032E-001	7.96000E-001	1.37470E-009	1.80330E-009	2.10770E-009
320	19	24	1	1.32000E-002	1.30000E-003	9.00000E-004	4.59010E-009	1.70000E-009	2.15500E-010	3.46940E+000	7.68583E+002	7.70077E+002	1.49460E+000	5.73619E-001	7.96500E-001	1.07960E-009	1.68380E-009	1.51760E-009
324	21	24	1	1.34000E-002	1.30000E-003	9.00000E-004	3.85950E-009	1.60000E-009	1.55500E-009	3.47500E+000	7.82867E+002	7.84077E+002	1.21000E+000	5.65721E-001	7.95200E-001	1.10300E-009	1.96720E-009	1.18030E-009
327	19	26	1	1.33000E-002	1.20000E-003	9.00000E-004	4.32780E-009	1.60000E-009	1.53630E-009	3.47110E+000	7.83783E+002	7.87084E+002	3.30080E+000	5.63795E-001	7.95300E-001	1.45200E-009	2.03040E-009	3.22250E-009
330	17	26	1	1.32000E-002	1.20000E-003	1.00000E-003	4.14990E-009	1.50000E-009	2.15460E-009	3.47030E+000	7.75089E+002	7.76792E+002	1.70280E+000	5.75380E-001	7.96500E-001	1.01170E-009	1.45430E-009	1.92040E-009
334	15	26	1	1.32000E-002	1.30000E-003	1.00000E-003	4.00230E-009	1.60000E-009	2.59480E-009	3.46520E+000	7.67475E+002	7.69060E+002	1.58500E+000	5.80519E-001	7.96400E-001	9.55500E-010	1.77050E-009	1.53630E-009
338	13	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.55500E-009	1.40000E-009	1.66740E-009	3.47050E+000	7.70245E+002	7.71916E+002	1.67140E+000	5.80560E-001	7.96400E-001	1.04680E-009	1.87350E-009	3.00700E-009
342	11	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.40280E-009	1.20000E-009	1.99530E-009	3.47110E+000	7.83331E+002	7.83698E+002	3.66500E-001	5.56892E-001	7.95100E-001	1.05620E-009	1.58310E-009	1.12410E-009
346	9	26	1	1.31000E-002	1.30000E-003	9.00000E-004	3.86180E-009	1.50000E-009	7.30700E-010	3.51270E+000	7.58603E+002	7.60083E+002	1.47980E+000	5.64340E-001	7.96900E-001	1.49180E-009	1.82900E-009	1.70490E-009
350	13	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.14990E-009	1.40000E-009	5.05900E-010	3.48210E+000	7.72086E+002	7.73956E+002	1.87030E+000	5.54394E-001	7.95300E-001	1.45430E-009	1.60420E-009	3.08190E-009
352	15	28	1	1.34000E-002	1.20000E-003	8.00000E-004	3.70490E-009	1.40000E-009	1.59200E-010	3.46890E+000	7.74698E+002	7.76824E+002	2.12590E+000	5.57952E-001	7.95800E-001	1.30910E-009	1.74000E-009	2.66980E-009
354	17	28	1	1.33000E-002	1.10000E-003	9.00000E-004	3.99530E-009	1.30000E-009	2.84780E-009	3.48030E+000	7.74379E+002	7.76172E+002	1.79240E+000	5.58246E-001	7.95900E-001	1.92040E-009	1.39110E-009	3.35360E-009

4	18	6	1	1.31000E-002	2.40000E-003	2.10000E-003	3.80750E-009	1.50000E-009	1.61290E-008	3.54360E+000	7.21249E+002	7.25719E+002	4.47030E+000	5.70465E-001	7.98100E-001	1.40030E-009	2.20580E-009	3.53120E-009
8	16	6	1	1.32000E-002	2.40000E-003	2.10000E-003	3.70440E-009	2.00000E-009	6.32240E-009	3.51180E+000	7.43458E+002	7.46478E+002	3.01930E+000	5.76453E-001	7.96700E-001	1.67430E-009	2.13560E-009	2.36030E-009
12	14	6	1	1.32000E-002	2.30000E-003	2.00000E-003	4.14470E-009	1.70000E-009	1.30287E-008	3.51290E+000	7.30382E+002	7.33624E+002	3.24220E+000	5.75635E-001	7.97800E-001	1.55950E-009	1.89440E-009	1.63910E-009
15	12	6	5	1.35000E-002	2.30000E-003	2.10000E-003	4.23600E-009	1.00000E-010	1.37840E-005
21	10	8	1	1.32000E-002	2.40000E-003	2.10000E-003	3.44920E-009	1.90000E-009	4.73010E-009	3.50930E+000	7.61672E+002	7.64406E+002	2.73450E+000	5.59084E-001	7.96300E-001	1.52200E-009	2.03950E-009	1.75150E-009
25	12	8	1	1.32000E-002	2.40000E-003	2.00000E-003	3.95970E-009	1.80000E-009	1.02844E-008	3.45710E+000	7.76276E+002	7.78340E+002	2.06370E+000	5.59086E-001	7.96100E-001	1.89200E-009	2.05590E-009	2.07000E-009
29	14	8	1	1.33000E-002	2.40000E-003	2.00000E-003	4.04630E-009	1.60000E-009	5.00170E-009	3.46550E+000	7.70508E+002	7.72233E+002	1.72430E+000	5.74194E-001	7.96100E-001	1.49630E-009	1.99040E-009	1.90140E-009
33	16	8	1	1.32000E-002	2.40000E-003	2.10000E-003	4.41390E-009	1.80000E-009	1.04900E-009	3.46400E+000	7.72564E+002	7.74386E+002	1.82200E+000	5.76044E-001	7.95500E-001	1.60630E-009	2.08870E-009	7.96100E-010
37	18	8	1	1.32000E-002	2.40000E-003	2.10000E-003	4.32500E-009	1.90000E-009	4.28050E-009	3.47510E+000	7.78880E+002	7.80980E+002	2.10000E+000	5.62974E-001	7.95900E-001	1.78900E-009	1.89670E-009	2.77250E-009
41	20	8	1	1.32000E-002	2.50000E-003	2.10000E-003	3.52880E-009	1.90000E-009	4.02800E-010	3.48000E+000	7.68286E+002	7.70242E+002	1.95640E+000	5.60261E-001	7.94900E-001	1.46580E-009	1.82180E-009	9.55400E-010
46	22	10	1	1.32000E-002	2.40000E-003	2.10000E-003	3.48900E-009	1.70000E-009	4.68000E-011	3.48970E+000	7.71354E+002	7.73833E+002	2.47810E+000	5.58564E-001	7.94900E-001	1.42840E-009	2.02080E-009	1.11460E-009
50	20	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.57790E-009	1.80000E-009	6.34110E-009	3.47080E+000	7.74040E+002	7.75853E+002	1.81240E+000	5.70118E-001	7.95200E-001	1.30190E-009	2.21050E-009	2.44460E-009
54	18	10	1	1.33000E-002	2.40000E-003	2.10000E-003	5.37400E-009	1.70000E-009	2.63200E-009	3.43850E+000	7.65535E+002	7.67400E+002	1.86520E+000	5.76856E-001	7.95300E-001	1.34640E-009	1.82180E-009	1.07710E-009
58	16	10	1	1.32000E-002	2.50000E-003	2.10000E-003	5.49340E-009	1.70000E-009	3.18500E-010	3.46500E+000	7.61212E+002	7.62836E+002	1.62390E+000	5.79412E-001	7.95100E-001	1.47050E-009	1.92010E-009	4.40200E-010
62	14	10	1	1.33000E-002	2.40000E-003	2.00000E-003	5.45360E-009	1.90000E-009	8.80400E-010	3.46990E+000	7.58103E+002	7.59725E+002	1.62220E+000	5.81695E-001	7.95300E-001	1.52670E-009	2.05590E-009	2.90400E-010
66	12	10	1	1.32000E-002	2.40000E-003	2.00000E-003	4.59190E-009	1.80000E-009	3.99010E-009	3.46440E+000	7.66292E+002	7.68086E+002	1.79450E+000	5.76518E-001	7.96000E-001	1.48460E-009	2.12850E-009	1.62980E-009
70	10	10	1	1.31000E-002	2.40000E-003	2.10000E-003	4.11660E-009	2.00000E-009	5.42320E-009	3.46790E+000	7.80692E+002	7.83567E+002	2.87480E+000	5.59686E-001	7.96000E-001	1.43310E-009	2.29710E-009	3.01600E-009
