Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-163813@CP
Wafer number	02
Date	2025/03/12
Time	16:41:10

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
83	9	12	1	1.32000E-002	1.30000E-003	1.00000E-003	3.85480E-009	1.40000E-009	1.00327E-008	3.47430E+000	7.76470E+002	7.77959E+002	1.48870E+000	5.70115E-001	7.96600E-001	8.85200E-010	1.78920E-009	1.33020E-009
87	11	12	1	1.32000E-002	1.20000E-003	9.00000E-004	5.22950E-009	1.40000E-009	6.49180E-009	3.47680E+000	7.56119E+002	7.57704E+002	1.58550E+000	5.85455E-001	7.96700E-001	1.26700E-009	2.00700E-009	1.06790E-009
91	13	12	1	1.33000E-002	1.30000E-003	9.00000E-004	6.04210E-009	1.50000E-009	1.61120E-009	3.48300E+000	7.47663E+002	7.49540E+002	1.87620E+000	5.87773E-001	7.96300E-001	1.04450E-009	1.76110E-009	1.93910E-009
95	15	12	1	1.32000E-002	1.30000E-003	9.00000E-004	6.34420E-009	1.80000E-009	2.06090E-009	3.47650E+000	7.44183E+002	7.45770E+002	1.58660E+000	5.94630E-001	7.96400E-001	1.12880E-009	1.91330E-009	1.93910E-009
99	17	12	1	1.32000E-002	1.30000E-003	9.00000E-004	6.36530E-009	1.50000E-009	3.04450E-009	3.45880E+000	7.46043E+002	7.47756E+002	1.71240E+000	5.88035E-001	7.96300E-001	1.26230E-009	1.65340E-009	2.33250E-009
103	19	12	1	1.32000E-002	1.30000E-003	9.00000E-004	5.40040E-009	1.40000E-009	9.07720E-009	3.45810E+000	7.52703E+002	7.54430E+002	1.72710E+000	5.84821E-001	7.96800E-001	1.14990E-009	1.90630E-009	2.62290E-009
107	21	12	1	1.32000E-002	1.30000E-003	1.00000E-003	3.88760E-009	1.80000E-009	9.90160E-009	3.46120E+000	7.70315E+002	7.71818E+002	1.50320E+000	5.73573E-001	7.96800E-001	1.31620E-009	1.77520E-009	1.68600E-010
111	23	12	1	1.31000E-002	1.20000E-003	9.00000E-004	3.38410E-009	1.60000E-009	4.41210E-009	3.47180E+000	7.77375E+002	7.79260E+002	1.88460E+000	5.45512E-001	7.96700E-001	1.26700E-009	1.90160E-009	1.77050E-009
113	23	14	1	1.31000E-002	1.30000E-003	1.00000E-003	3.24120E-009	1.60000E-009	2.01400E-009	3.46850E+000	7.81594E+002	7.85104E+002	3.51010E+000	5.49464E-001	7.97300E-001	1.32320E-009	1.87350E-009	1.84540E-009
117	21	14	1	1.32000E-002	1.30000E-003	1.00000E-003	4.15690E-009	1.50000E-009	2.22950E-009	3.46070E+000	7.63688E+002	7.65475E+002	1.78760E+000	5.70025E-001	7.97400E-001	1.22720E-009	1.75410E-009	2.32320E-009
121	19	14	1	1.32000E-002	1.20000E-003	1.00000E-003	6.03270E-009	1.80000E-009	7.25050E-009	3.46500E+000	7.50618E+002	7.52255E+002	1.63630E+000	5.78053E-001	7.97000E-001	1.29740E-009	1.86880E-009	4.40300E-010
125	17	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.40510E-009	1.60000E-009	2.21080E-009	3.45950E+000	7.57599E+002	7.59517E+002	1.91740E+000	5.81735E-001	7.95800E-001	1.22010E-009	1.84540E-009	2.88520E-009
129	15	14	1	1.31000E-002	1.20000E-003	1.00000E-003	6.30210E-009	1.60000E-009	1.24590E-009	3.45140E+000	7.54216E+002	7.55654E+002	1.43860E+000	5.83526E-001	7.95900E-001	1.18270E-009	1.83840E-009	2.81030E-009
133	13	14	1	1.32000E-002	1.30000E-003	1.00000E-003	6.44490E-009	1.60000E-009	2.49180E-009	3.47640E+000	7.48166E+002	7.49827E+002	1.66130E+000	5.86891E-001	7.96900E-001	9.88300E-010	1.87820E-009	2.53860E-009
137	11	14	1	1.32000E-002	1.30000E-003	9.00000E-004	5.77750E-009	1.60000E-009	7.05380E-009	3.47860E+000	7.54412E+002	7.56034E+002	1.62140E+000	5.75913E-001	7.96600E-001	1.38640E-009	1.85710E-009	1.21800E-010
141	9	14	1	1.32000E-002	1.30000E-003	1.00000E-003	4.41680E-009	1.50000E-009	1.11287E-008	3.47240E+000	7.60999E+002	7.62450E+002	1.45080E+000	5.77897E-001	7.96200E-001	1.01640E-009	1.87350E-009	4.59000E-010
145	7	14	1	1.32000E-002	1.30000E-003	1.00000E-003	3.68150E-009	1.80000E-009	4.17800E-009	3.48080E+000	7.75326E+002	7.79067E+002	3.74120E+000	5.60977E-001	7.96200E-001	1.34660E-009	1.62060E-009	3.37200E-010
151	5	16	3	1.32000E-002	1.30000E-003	9.00000E-004	1.38690E-005
155	7	16	1	1.32000E-002	1.20000E-003	9.00000E-004	3.75640E-009	1.50000E-009	3.96250E-009	3.47260E+000	7.83178E+002	7.85096E+002	1.91800E+000	5.65120E-001	7.96600E-001	1.19200E-009	1.77050E-009	1.18970E-009
159	9	16	1	1.33000E-002	1.30000E-003	9.00000E-004	4.92500E-009	1.50000E-009	7.69080E-009	3.47660E+000	7.47678E+002	7.49482E+002	1.80400E+000	5.86840E-001	7.98000E-001	1.50350E-009	1.79160E-009	3.37200E-010
163	11	16	1	1.32000E-002	1.20000E-003	1.00000E-003	5.55270E-009	1.50000E-009	8.46830E-009	3.49220E+000	7.57005E+002	7.59071E+002	2.06610E+000	5.76248E-001	7.96600E-001	9.88300E-010	1.81970E-009	1.30210E-009
167	13	16	1	1.32000E-002	1.30000E-003	9.00000E-004	6.71420E-009	1.70000E-009	4.12200E-010	3.46460E+000	7.58342E+002	7.60269E+002	1.92720E+000	5.76563E-001	7.96500E-001	1.06090E-009	1.89930E-009	2.87590E-009
171	15	16	1	1.32000E-002	1.20000E-003	1.00000E-003	6.36760E-009	1.40000E-009	9.93000E-010	3.44680E+000	7.55717E+002	7.57327E+002	1.61010E+000	5.73682E-001	7.96900E-001	9.81300E-010	1.87350E-009	2.59480E-009
175	17	16	1	1.32000E-002	1.20000E-003	9.00000E-004	6.19200E-009	1.70000E-009	1.22720E-009	3.44700E+000	7.58826E+002	7.60654E+002	1.82860E+000	5.72420E-001	7.96200E-001	1.30440E-009	1.99300E-009	2.51990E-009
179	19	16	1	1.32000E-002	1.30000E-003	1.00000E-003	6.03740E-009	1.50000E-009	4.69320E-009	3.46300E+000	7.52892E+002	7.54524E+002	1.63200E+000	5.79207E-001	7.97700E-001	9.64900E-010	1.92500E-009	2.01400E-009
183	21	16	1	1.32000E-002	1.30000E-003	1.00000E-003	5.32780E-009	1.70000E-009	2.27630E-009	3.47520E+000	7.63429E+002	7.65294E+002	1.86550E+000	5.76938E-001	7.97600E-001	1.35600E-009	1.92500E-009	1.68620E-009
187	23	16	1	1.32000E-002	1.20000E-003	9.00000E-004	3.44260E-009	1.20000E-009	1.87350E-009	3.47380E+000	7.87937E+002	7.89518E+002	1.58130E+000	5.62583E-001	7.97800E-001	1.06090E-009	1.76580E-009	1.74240E-009
191	23	18	1	1.32000E-002	1.30000E-003	1.00000E-003	3.52460E-009	1.80000E-009	1.17100E-009	3.47490E+000	7.89561E+002	7.91010E+002	1.44930E+000	5.65005E-001	7.97800E-001	1.32550E-009	1.87120E-009	1.43320E-009
195	21	18	1	1.32000E-002	1.30000E-003	9.00000E-004	5.10770E-009	1.50000E-009	2.45430E-009	3.46870E+000	7.66956E+002	7.68917E+002	1.96090E+000	5.76360E-001	7.97500E-001	1.15220E-009	1.52930E-009	8.99300E-010
199	19	18	1	1.32000E-002	1.30000E-003	1.00000E-003	5.83600E-009	1.70000E-009	6.83840E-009	3.45210E+000	7.60971E+002	7.62488E+002	1.51710E+000	5.77999E-001	7.98100E-001	1.22480E-009	1.80800E-009	9.08700E-010
203	17	18	1	1.32000E-002	1.30000E-003	1.00000E-003	6.02100E-009	1.60000E-009	3.64400E-009	3.44300E+000	7.65286E+002	7.66730E+002	1.44420E+000	5.68740E-001	7.95500E-001	1.03040E-009	1.78690E-009	1.44260E-009
207	15	18	1	1.32000E-002	1.20000E-003	1.00000E-003	6.70960E-009	1.60000E-009	1.48010E-009	3.44520E+000	7.52471E+002	7.54737E+002	2.26620E+000	5.60319E-001	7.95600E-001	1.00700E-009	1.62290E-009	2.79160E-009
211	13	18	1	1.32000E-002	1.30000E-003	9.00000E-004	6.40040E-009	1.60000E-009	2.20140E-009	3.45950E+000	7.64055E+002	7.65462E+002	1.40660E+000	5.73775E-001	7.95700E-001	1.24590E-009	1.81260E-009	1.35830E-009
215	11	18	1	1.32000E-002	1.30000E-003	9.00000E-004	6.30440E-009	1.70000E-009	7.75640E-009	3.49140E+000	7.62597E+002	7.64324E+002	1.72690E+000	5.77948E-001	7.97100E-001	1.17560E-009	1.88520E-009	4.30900E-010
219	9	18	1	1.32000E-002	1.30000E-003	9.00000E-004	4.70490E-009	1.20000E-009	6.69780E-009	3.46470E+000	7.48454E+002	7.50604E+002	2.15030E+000	5.86454E-001	7.97400E-001	8.17300E-010	1.76350E-009	1.67680E-009
223	7	18	1	1.32000E-002	1.30000E-003	9.00000E-004	3.43090E-009	1.50000E-009	3.38170E-009	3.47260E+000	7.81094E+002	7.82550E+002	1.45600E+000	5.65683E-001	7.97100E-001	1.02110E-009	1.73300E-009	1.02110E-009
231	7	20	1	1.32000E-002	1.20000E-003	9.00000E-004	3.45670E-009	1.50000E-009	4.65570E-009	3.45800E+000	7.80298E+002	7.81710E+002	1.41200E+000	5.66577E-001	7.96700E-001	1.07260E-009	1.82670E-009	1.53630E-009
235	9	20	1	1.31000E-002	1.20000E-003	1.00000E-003	4.36060E-009	1.40000E-009	8.43090E-009	3.46610E+000	7.57220E+002	7.58756E+002	1.53640E+000	5.85639E-001	7.95900E-001	1.01400E-009	1.70260E-009	2.06100E-010
239	11	20	1	1.31000E-002	1.30000E-003	1.00000E-003	5.87120E-009	1.40000E-009	5.74240E-009	3.48210E+000	7.62541E+002	7.65361E+002	2.81990E+000	5.75957E-001	7.96400E-001	1.32080E-009	1.96950E-009	1.58310E-009
243	13	20	1	1.32000E-002	1.20000E-003	9.00000E-004	6.39340E-009	1.60000E-009	2.22010E-009	3.46010E+000	7.58581E+002	7.60144E+002	1.56310E+000	5.83216E-001	7.96400E-001	1.10540E-009	1.77520E-009	2.43560E-009
247	15	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.13580E-009	1.60000E-009	2.10770E-009	3.44120E+000	7.59430E+002	7.61115E+002	1.68460E+000	5.78071E-001	7.96600E-001	8.12600E-010	1.85240E-009	2.21080E-009
251	17	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.35360E-009	1.50000E-009	6.23880E-009	3.43600E+000	7.59512E+002	7.61142E+002	1.63000E+000	5.75008E-001	7.95600E-001	1.26700E-009	1.98130E-009	2.07960E-009
255	19	20	1	1.32000E-002	1.30000E-003	1.00000E-003	6.56200E-009	1.60000E-009	3.91570E-009	3.46340E+000	7.58996E+002	7.60477E+002	1.48180E+000	5.81780E-001	7.98000E-001	1.20610E-009	1.43790E-009	2.62290E-009
259	21	20	1	1.32000E-002	1.30000E-003	1.00000E-003	4.46130E-009	1.70000E-009	3.37200E-010	3.46480E+000	7.69211E+002	7.71175E+002	1.96380E+000	5.77020E-001	7.97800E-001	1.06560E-009	1.95310E-009	2.55740E-009
263	23	20	1	1.31000E-002	1.30000E-003	9.00000E-004	3.88050E-009	1.50000E-009	1.03040E-009	3.47080E+000	7.91488E+002	7.93394E+002	1.90530E+000	5.59934E-001	7.98200E-001	1.45430E-009	1.80560E-009	1.32080E-009
265	23	22	1	1.32000E-002	1.20000E-003	8.00000E-004	4.33720E-009	1.40000E-009	3.31610E-009	3.44310E+000	7.86581E+002	7.88546E+002	1.96440E+000	5.51729E-001	7.97700E-001	1.95310E-009	1.54570E-009	9.83600E-010
266	21	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.47070E-009	1.20000E-009	1.74240E-009	3.46110E+000	7.72861E+002	7.74560E+002	1.69870E+000	5.77019E-001	7.98000E-001	8.36100E-010	1.68380E-009	6.55700E-010
270	19	22	1	1.31000E-002	1.30000E-003	1.00000E-003	5.41920E-009	1.50000E-009	3.37230E-009	3.45640E+000	7.56195E+002	7.57854E+002	1.65820E+000	5.77608E-001	7.98100E-001	9.88300E-010	1.76110E-009	2.34190E-009
274	17	22	1	1.32000E-002	1.30000E-003	9.00000E-004	6.53390E-009	1.60000E-009	5.03040E-009	3.46360E+000	7.60327E+002	7.61869E+002	1.54140E+000	5.79633E-001	7.97400E-001	1.26460E-009	1.75640E-009	3.56000E-010
278	15	22	1	1.32000E-002	1.30000E-003	1.00000E-003	6.14980E-009	1.60000E-009	3.88760E-009	3.45620E+000	7.54594E+002	7.56211E+002	1.61720E+000	5.83619E-001	7.96000E-001	1.17330E-009	1.87820E-009	1.35830E-009
282	13	22	1	1.31000E-002	1.30000E-003	9.00000E-004	6.40750E-009	1.80000E-009	2.17330E-009	3.47280E+000	7.52030E+002	7.53544E+002	1.51390E+000	5.86942E-001	7.96200E-001	1.18270E-009	1.79390E-009	1.18970E-009
286	11	22	1	1.32000E-002	1.30000E-003	9.00000E-004	5.47070E-009	1.50000E-009	9.54560E-009	3.47550E+000	7.53102E+002	7.54704E+002	1.60170E+000	5.82964E-001	7.96200E-001	1.02580E-009	1.91100E-009	9.08700E-010
290	9	22	1	1.32000E-002	1.30000E-003	1.00000E-003	4.06550E-009	1.70000E-009	4.40300E-010	3.47140E+000	7.67338E+002	7.68835E+002	1.49690E+000	5.81744E-001	7.95700E-001	1.39110E-009	1.88520E-009	2.87590E-009
294	7	22	1	1.33000E-002	1.30000E-003	1.00000E-003	2.70720E-009	1.60000E-009	3.10070E-009	3.49570E+000	7.75715E+002	7.77616E+002	1.90080E+000	5.67129E-001	7.96900E-001	1.07260E-009	1.91100E-009	2.03280E-009
300	9	24	1	1.32000E-002	1.20000E-003	9.00000E-004	4.00230E-009	1.60000E-009	1.97660E-009	3.46480E+000	7.84242E+002	7.86245E+002	2.00280E+000	5.67357E-001	7.95600E-001	9.88300E-010	1.74000E-009	1.35830E-009
304	11	24	1	1.32000E-002	1.20000E-003	9.00000E-004	4.94610E-009	1.80000E-009	4.74940E-009	3.46240E+000	7.64015E+002	7.65538E+002	1.52270E+000	5.83059E-001	7.95800E-001	1.18730E-009	2.01400E-009	2.14520E-009
308	13	24	1	1.32000E-002	1.20000E-003	1.00000E-003	5.40510E-009	1.30000E-009	1.25058E-008	3.47260E+000	7.56204E+002	7.58309E+002	2.10520E+000	5.82796E-001	7.97200E-001	1.00700E-009	1.84780E-009	1.48950E-009
312	15	24	1	1.31000E-002	1.20000E-003	1.00000E-003	5.57840E-009	1.70000E-009	1.04355E-008	3.46150E+000	7.57224E+002	7.58680E+002	1.45680E+000	5.74911E-001	7.97100E-001	1.32320E-009	1.92970E-009	9.18000E-010
316	17	24	1	1.32000E-002	1.20000E-003	9.00000E-004	5.29040E-009	1.40000E-009	5.79860E-009	3.46780E+000	7.57202E+002	7.58985E+002	1.78280E+000	5.79937E-001	7.98000E-001	1.14050E-009	1.93910E-009	1.48010E-009
320	19	24	1	1.31000E-002	1.30000E-003	1.00000E-003	4.56440E-009	1.50000E-009	3.88760E-009	3.45990E+000	7.63079E+002	7.64694E+002	1.61410E+000	5.81886E-001	7.98500E-001	1.03750E-009	1.86420E-009	1.65810E-009
324	21	24	1	1.34000E-002	1.30000E-003	1.00000E-003	3.98120E-009	1.70000E-009	2.50120E-009	3.46300E+000	7.83233E+002	7.85113E+002	1.87980E+000	5.66781E-001	7.98200E-001	1.31850E-009	1.98830E-009	2.91330E-009
327	19	26	1	1.32000E-002	1.30000E-003	9.00000E-004	4.19900E-009	1.50000E-009	9.27400E-010	3.45450E+000	7.83520E+002	7.85468E+002	1.94870E+000	5.67455E-001	7.98200E-001	1.44260E-009	1.96020E-009	1.91100E-009
330	17	26	1	1.31000E-002	1.30000E-003	9.00000E-004	3.89220E-009	1.50000E-009	4.77750E-009	3.45180E+000	7.70046E+002	7.71822E+002	1.77610E+000	5.77060E-001	7.98600E-001	1.19910E-009	1.99530E-009	8.52500E-010
334	15	26	1	1.32000E-002	1.30000E-003	9.00000E-004	3.85010E-009	1.50000E-009	4.52460E-009	3.44960E+000	7.63578E+002	7.65391E+002	1.81330E+000	5.74139E-001	7.98500E-001	1.31620E-009	1.62760E-009	2.30440E-009
338	13	26	1	1.33000E-002	1.30000E-003	1.00000E-003	4.37470E-009	1.60000E-009	1.50819E-008	3.46160E+000	7.69072E+002	7.70874E+002	1.80190E+000	5.77460E-001	7.97400E-001	1.03510E-009	1.85010E-009	6.55700E-010
342	11	26	1	1.32000E-002	1.30000E-003	1.00000E-003	4.39810E-009	1.50000E-009	3.47540E-009	3.45760E+000	7.86453E+002	7.88474E+002	2.02200E+000	5.60664E-001	7.95800E-001	1.20610E-009	1.79860E-009	5.34000E-010
346	9	26	1	1.31000E-002	1.30000E-003	9.00000E-004	3.52460E-009	1.70000E-009	2.67910E-009	3.49900E+000	7.57676E+002	7.60966E+002	3.29050E+000	5.76074E-001	7.97600E-001	1.53390E-009	1.85710E-009	2.46370E-009
350	13	28	1	1.35000E-002	1.20000E-003	9.00000E-004	3.58780E-009	1.50000E-009	4.93670E-009	3.46510E+000	7.78520E+002	7.80656E+002	2.13660E+000	5.60732E-001	7.97900E-001	2.27630E-009	1.75410E-009	4.21500E-010
352	15	28	1	1.34000E-002	1.20000E-003	9.00000E-004	3.55500E-009	1.50000E-009	5.62990E-009	3.45070E+000	7.80429E+002	7.82469E+002	2.04010E+000	5.60371E-001	7.98200E-001	1.14520E-009	1.83370E-009	2.85710E-009
354	17	28	1	1.33000E-002	1.20000E-003	8.00000E-004	4.20840E-009	1.40000E-009	2.58550E-009	3.46310E+000	7.78349E+002	7.80608E+002	2.25900E+000	5.60894E-001	7.98700E-001	1.95780E-009	1.50350E-009	1.43320E-009

4	18	6	1	1.32000E-002	2.40000E-003	2.10000E-003	3.82390E-009	1.30000E-009	1.02094E-008	3.54650E+000	7.19013E+002	7.23594E+002	4.58090E+000	5.85801E-001	7.97500E-001	1.16610E-009	2.06060E-009	9.55400E-010
8	16	6	1	1.32000E-002	2.40000E-003	2.00000E-003	3.39530E-009	1.80000E-009	1.96700E-010	3.50170E+000	7.49213E+002	7.52060E+002	2.84660E+000	5.83218E-001	7.96500E-001	1.58760E-009	2.11680E-009	1.78000E-010
12	14	6	1	1.32000E-002	2.40000E-003	2.10000E-003	3.90820E-009	1.70000E-009	3.43750E-009	3.50380E+000	7.48121E+002	7.50416E+002	2.29500E+000	5.83017E-001	7.96700E-001	1.52440E-009	2.01850E-009	1.62980E-009
15	12	6	5	1.35000E-002	2.30000E-003	2.00000E-003	4.15870E-009	6.00000E-010	1.37820E-005
21	10	8	1	1.31000E-002	2.40000E-003	2.00000E-003	3.34380E-009	1.80000E-009	1.29260E-009	3.50720E+000	7.64575E+002	7.66403E+002	1.82800E+000	5.63252E-001	7.94900E-001	1.99510E-009	2.44700E-009	8.05500E-010
25	12	8	1	1.31000E-002	2.40000E-003	2.00000E-003	3.97840E-009	1.70000E-009	6.93120E-009	3.45420E+000	7.79776E+002	7.82211E+002	2.43520E+000	5.63843E-001	7.95000E-001	1.55010E-009	1.98800E-009	1.76090E-009
29	14	8	1	1.32000E-002	2.40000E-003	2.10000E-003	4.47950E-009	2.00000E-009	6.56000E-011	3.46730E+000	7.69163E+002	7.71045E+002	1.88200E+000	5.82293E-001	7.95400E-001	1.76790E-009	2.19640E-009	1.26450E-009
33	16	8	1	1.32000E-002	2.40000E-003	2.10000E-003	4.06270E-009	1.70000E-009	1.12400E-009	3.46260E+000	7.71138E+002	7.72824E+002	1.68590E+000	5.82836E-001	7.95200E-001	1.46580E-009	1.96930E-009	1.17080E-009
37	18	8	1	1.32000E-002	2.50000E-003	2.10000E-003	3.95730E-009	2.00000E-009	9.46000E-010	3.46850E+000	7.78781E+002	7.80564E+002	1.78260E+000	5.71388E-001	7.95500E-001	1.49390E-009	2.21280E-009	5.15200E-010
41	20	8	1	1.32000E-002	2.50000E-003	2.10000E-003	3.76300E-009	1.70000E-009	1.03030E-009	3.46910E+000	7.71779E+002	7.73386E+002	1.60660E+000	5.66432E-001	7.94900E-001	1.51970E-009	1.97160E-009	1.59230E-009
46	22	10	1	1.32000E-002	2.40000E-003	2.00000E-003	3.41410E-009	1.90000E-009	1.11460E-009	3.46920E+000	7.73200E+002	7.75217E+002	2.01680E+000	5.54771E-001	7.94500E-001	1.47290E-009	2.04190E-009	1.80770E-009
50	20	10	1	1.32000E-002	2.40000E-003	2.00000E-003	4.37880E-009	1.90000E-009	7.82100E-009	3.46220E+000	7.68662E+002	7.70234E+002	1.57190E+000	5.75734E-001	7.95200E-001	1.54550E-009	2.24090E-009	3.33450E-009
54	18	10	1	1.32000E-002	2.40000E-003	2.10000E-003	5.02740E-009	1.60000E-009	4.22430E-009	3.47340E+000	7.56314E+002	7.58328E+002	2.01440E+000	5.88018E-001	7.95200E-001	1.38620E-009	2.02320E-009	1.11460E-009
58	16	10	1	1.32000E-002	2.50000E-003	2.00000E-003	5.40440E-009	1.90000E-009	6.46300E-010	3.46440E+000	7.48573E+002	7.50491E+002	1.91770E+000	5.91802E-001	7.94900E-001	1.66490E-009	1.98570E-009	7.39900E-010
62	14	10	1	1.32000E-002	2.40000E-003	2.00000E-003	5.56600E-009	2.10000E-009	1.69530E-009	3.46800E+000	7.47112E+002	7.48892E+002	1.77980E+000	5.94644E-001	7.95200E-001	2.02320E-009	1.90370E-009	1.24570E-009
66	12	10	1	1.31000E-002	2.50000E-003	2.00000E-003	4.57790E-009	1.90000E-009	5.15200E-010	3.46980E+000	7.57801E+002	7.59476E+002	1.67420E+000	5.87720E-001	7.95000E-001	1.37450E-009	2.12620E-009	1.31130E-009
70	10	10	1	1.32000E-002	2.50000E-003	2.00000E-003	4.25710E-009	2.10000E-009	3.59670E-009	3.47500E+000	7.80045E+002	7.82026E+002	1.98050E+000	5.65437E-001	7.95100E-001	1.75390E-009	2.34860E-009	3.06280E-009
